date,pnl,cum_pnl,equity
2023-04-27,2.149999999999982,2.149999999999982,100002.15
2023-08-09,61.95000000000008,64.10000000000007,100064.1
2023-08-30,-542.6000000000003,-478.50000000000017,99521.5
2023-10-23,214.4999999999997,-264.00000000000045,99736.0
2023-10-25,-179.1,-443.1000000000005,99556.9
2023-10-26,13.650000000000004,-429.4500000000005,99570.55
2023-10-30,-111.10000000000001,-540.5500000000005,99459.45
2023-11-01,-683.6,-1224.1500000000005,98775.85
2023-11-02,1469.4000000000003,245.24999999999977,100245.25
2023-12-19,237.40000000000012,482.64999999999986,100482.65
2023-12-21,-1659.7,-1177.0500000000002,98822.95
2024-02-06,36.39999999999999,-1140.65,98859.35
2024-02-08,-77.85,-1218.5,98781.5
2024-03-21,-2041.6999999999998,-3260.2,96739.8
2024-03-26,-104.84999999999991,-3365.0499999999997,96634.95
2024-03-27,-1848.1000000000001,-5213.15,94786.85
2024-10-24,201.90000000000012,-5011.249999999999,94988.75
2025-01-21,-942.7,-5953.949999999999,94046.05
2025-04-22,171.90000000000012,-5782.049999999998,94217.95
2025-04-30,-63.80000000000052,-5845.8499999999985,94154.15
2025-05-08,-17.199999999999996,-5863.049999999998,94136.95
2025-05-20,240.90000000000018,-5622.149999999998,94377.85
2025-05-22,-246.69999999999976,-5868.849999999998,94131.15000000001
2025-05-28,-538.6,-6407.449999999998,93592.55
2025-05-29,-454.0999999999999,-6861.549999999997,93138.45
2025-06-26,105.90000000000005,-6755.649999999998,93244.35
2025-07-21,907.8999999999996,-5847.749999999998,94152.25
2025-07-22,-6199.000000000001,-12046.75,87953.25
2025-07-23,-2472.7499999999995,-14519.5,85480.5
2025-07-24,-829.0000000000002,-15348.5,84651.5
2025-07-25,1340.3,-14008.2,85991.8
2025-07-28,-2202.3999999999996,-16210.6,83789.4
2025-07-29,-1681.4499999999996,-17892.05,82107.95
2025-07-30,-5444.55,-23336.6,76663.4
2025-07-31,-27.65000000000009,-23364.25,76635.75
2025-08-01,-403.19999999999993,-23767.45,76232.55
2025-08-07,469.4499999999999,-23298.0,76702.0
2025-08-14,91.9000000000002,-23206.1,76793.9
2025-08-19,295.39999999999986,-22910.699999999997,77089.3
2025-08-20,112.39999999999995,-22798.299999999996,77201.70000000001
2025-08-27,-47.39999999999998,-22845.699999999997,77154.3
2025-09-30,-143.44999999999987,-22989.149999999998,77010.85
2025-10-30,2049.4,-20939.749999999996,79060.25
