ticker,fiscal_quarter_end,announcement_date,eps_beat,price_1m_before,price_3m_before,price_change_1m_pct,price_change_3m_pct,eps_estimate_average,eps_estimate_high,eps_estimate_low,eps_estimate_analyst_count,eps_estimate_average_7_days_ago,eps_estimate_average_30_days_ago,eps_estimate_average_60_days_ago,eps_estimate_average_90_days_ago,eps_estimate_revision_up_trailing_7_days,eps_estimate_revision_down_trailing_7_days,eps_estimate_revision_up_trailing_30_days,eps_estimate_revision_down_trailing_30_days,revenue_estimate_average,revenue_estimate_high,revenue_estimate_low,revenue_estimate_analyst_count,elo_before,elo_decay,elo_momentum,elo_vol_4q,total_revenue_yoy_growth_lag1,total_revenue_qoq_growth_lag1,total_revenue_ttm_yoy_growth_lag1,actual_eps_yoy_growth_lag1,actual_eps_qoq_growth_lag1,ebitda_yoy_growth_lag1,operating_income_yoy_growth_lag1,gross_margin_yoy_change_lag1,operating_margin_yoy_change_lag1,stock_price_pre,stock_price_post,atm_strike_pre,atm_call_mid_pre,atm_put_mid_pre,straddle_price_pre,straddle_pct_pre,iv_call_pre,iv_put_pre,iv_avg_pre,iv_avg_post,iv_crush_pct,iv_term_slope,atm_open_interest_pre,atm_volume_pre,chain_pc_volume_ratio,dte_pre,actual_move_pct,crush_profitable,crush_pnl_pct,spy_join_date,spy_spot,spy_spy_close,spy_atm_iv_30d,spy_atm_iv_60d,spy_atm_iv_90d,spy_term_slope_30_60,spy_term_slope_30_90,spy_backwardation_flag,spy_iv_25d_put,spy_iv_25d_call,spy_risk_reversal_25d,spy_butterfly_25d,spy_iv_rank_30d,spy_iv_rank_252d,spy_iv_percentile_252d,spy_rv_5d,spy_rv_21d,spy_vrp_30d,spy_vol_expansion,spy_pc_ratio,spy_pc_ratio_z_20d,spy_voi_ratio,spy_voi_ratio_z_20d,spy_spy_ret_5d,spy_spy_ret_21d,spy_spy_dd_from_60d_high,spy_spy_above_200d_ma,spy_vix_close,spy_vix3m_close,spy_vix_minus_atm_iv_30d,entry_premium,exit_intrinsic,half_spread,commission,pnl_dollars,pnl_pct_notional
OTIS,2024-09-30,2024-10-30,0.0,103.94,94.3,-5.45,4.22,0.97,0.99,0.95,10.0,0.97,0.96,0.96,0.96,0.0,0.0,1.0,0.0,3587330000.0,3718000000.0,3550000000.0,9.0,4524.0,4380.64,40.53,52.19,-3.2,4.77,2.8,15.22,20.45,-3.01,-1.2,0.91,0.32,100.0,97.5,100.0,3.7,2.2,5.9,5.9,0.32707,0.33682,0.33194500000000005,0.258775,22.04280829655517,-0.09268500000000005,557.0,93.0,0.49673202614379086,17.0,2.500000000000002,1,3.399999999999998,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,5.9,2.5,0.5900000000000001,2.6,278.40000000000003,0.027840000000000004
PRU,2024-09-30,2024-10-30,0.0,121.1,122.49,4.57,3.39,3.48,3.66,3.39,14.0,3.48,3.51,3.51,3.56,0.0,0.0,2.0,0.0,14893300000.0,19098000000.0,12765000000.0,6.0,14122.4,14432.8,-2464.0,3031.31,10.48,-36.61,-4.68,15.31,8.65,121.53,127.49,1.71,4.87,125.0,125.0,125.0,3.75,3.2,6.95,5.5600000000000005,0.32707,0.32707,0.32707,0.31243,4.476106032347828,-0.06341500000000005,518.0,3.0,2.0707964601769913,17.0,0.0,1,5.5600000000000005,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,6.95,0.0,0.6950000000000001,2.6,622.9,0.049832
PSA,2024-09-30,2024-10-30,0.0,363.87,300.08,-7.71,11.91,2.6,2.62,2.59,8.0,2.6,2.6,2.6,2.7,0.0,0.0,0.0,0.0,1179700000.0,1212200000.0,1095960000.0,11.0,22140.0,22416.48,-332.8,1105.13,4.77,1.38,6.78,-11.33,2.31,4.26,-5.98,-0.67,-5.48,330.0,330.0,330.0,9.149999999999999,7.2,16.349999999999998,4.954545454545454,0.28804,0.28804,0.28804,0.25877,10.161783085682549,-0.04390000000000002,28.0,13.0,0.2621951219512195,17.0,0.0,1,4.954545454545454,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,16.349999999999998,0.0,1.6349999999999998,2.6,1468.8999999999999,0.04451212121212121
SW,2024-09-30,2024-10-30,0.0,49.42,43.32,1.32,15.58,0.75,0.83,0.62,3.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,8043730000.0,8423000000.0,7544000000.0,4.0,1500.0,1500.0,-96.0,0.0,,,,,,,,,,45.0,50.0,45.0,2.125,2.2,4.325,9.611111111111112,0.57096,0.54169,0.556325,0.48316000000000003,13.151485193007673,-0.19023499999999993,30.0,8.0,367.7826086956522,17.0,11.111111111111116,0,-1.5000000000000036,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,4.325,5.0,0.43250000000000005,2.6,-113.35,-0.02518888888888889
TECH,2024-09-30,2024-10-30,1.0,79.93,82.35,-4.89,-7.69,0.38,0.42,0.35,13.0,0.38,0.38,0.38,0.44,0.0,0.0,0.0,0.0,280260000.0,285700000.0,275400000.0,13.0,-53885.6,-54519.2,341.33,324.27,3.16,11.31,1.68,-9.43,-27.27,-14.87,-16.47,-1.3,-5.19,70.0,75.0,70.0,3.5,3.175,6.675,9.535714285714285,0.50267,0.60023,0.55145,0.43926,20.344546196391335,-0.107315,17.0,16.0,0.17307692307692307,17.0,7.14285714285714,1,2.392857142857145,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,6.675,5.0,0.6675,2.6,98.14999999999999,0.01402142857142857
TT,2024-09-30,2024-10-30,1.0,388.73,333.33,-3.4,12.66,3.24,3.41,3.18,20.0,3.24,3.22,3.21,3.2,1.0,0.0,10.0,0.0,5316700000.0,5463100000.0,5266200000.0,18.0,8549.6,7404.0,568.53,278.87,12.81,25.9,11.66,23.13,70.1,22.09,16.81,2.79,0.67,390.0,370.0,390.0,14.0,12.8,26.8,6.871794871794871,0.39536,0.40511,0.400235,0.302675,24.37567928841805,-0.09267999999999998,56.0,34.0,0.45394481150408084,17.0,5.128205128205132,1,1.7435897435897392,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,26.8,20.0,2.68,2.6,409.4000000000001,0.0104974358974359
UDR,2024-09-30,2024-10-30,0.0,45.34,40.73,-3.95,6.92,0.1,0.17,0.07,12.0,0.1,0.1,0.1,0.1,0.0,0.0,1.0,0.0,418230000.0,424000000.0,412050000.0,14.0,9272.8,9253.6,0.0,63.37,2.66,0.41,5.67,-92.16,-38.46,-56.83,-82.68,0.81,-81.48,45.0,42.5,45.0,1.125,3.125,4.25,9.444444444444445,0.44414,0.63925,0.541695,0.141705,73.84044526901671,-0.3707250000000001,2.0,0.0,,17.0,5.555555555555558,1,3.8888888888888866,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,4.25,2.5,0.42500000000000004,2.6,129.9,0.02886666666666667
VMC,2024-09-30,2024-10-30,0.0,250.43,271.13,10.3,1.88,2.32,2.43,2.16,17.0,2.38,2.55,2.55,2.91,0.0,0.0,0.0,2.0,2016580000.0,2134030000.0,1916000000.0,16.0,12130.4,12247.2,-145.07,230.42,-4.66,30.32,2.75,2.62,193.75,-0.69,0.55,1.79,1.17,260.0,270.0,260.0,7.65,8.600000000000001,16.25,6.25,0.33682,0.3856,0.36121000000000003,0.31243,13.504609506935036,-0.063415,392.0,140.0,0.6184971098265896,17.0,3.8461538461538547,1,2.4038461538461453,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,16.25,10.0,1.625,2.6,459.9,0.01768846153846154
VRSK,2024-09-30,2024-10-30,1.0,267.96,261.37,2.86,5.46,1.6,1.65,1.57,14.0,1.6,1.6,1.6,1.6,0.0,0.0,2.0,0.0,722170000.0,726800000.0,718200000.0,12.0,4498.4,4029.92,288.0,176.23,6.19,1.82,7.81,15.23,6.75,36.76,4.15,1.52,-0.87,260.0,280.0,260.0,10.05,5.35,15.4,5.923076923076923,0.34658,0.32707,0.33682500000000004,0.22951,31.86075855414534,-0.08293000000000006,28.0,0.0,2.138888888888889,17.0,7.692307692307687,0,-1.7692307692307638,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,15.4,20.0,1.54,2.6,-616.6,-0.023715384615384617
VTR,2024-09-30,2024-10-30,1.0,64.13,55.3,3.66,20.22,-0.03,-0.01,-0.07,4.0,-0.03,-0.03,-0.01,0.03,0.0,0.0,0.0,1.0,1213430000.0,1227620000.0,1200000000.0,8.0,4139.1,3367.26,550.4,543.4,8.55,0.09,9.5,-72.22,266.67,-0.91,352.11,-0.35,30.05,65.0,65.0,65.0,2.45,1.225,3.6750000000000003,5.653846153846154,0.31731,0.30755,0.31243,0.249015,20.297346605639664,-0.04877999999999999,369.0,50.0,0.24242424242424243,17.0,0.0,1,5.653846153846154,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,3.6750000000000003,0.0,0.36750000000000005,2.6,328.15,0.05048461538461538
ZBH,2024-09-30,2024-10-30,1.0,107.95,111.12,1.72,-1.18,1.73,1.96,1.63,26.0,1.74,1.76,1.8,1.87,0.0,0.0,0.0,1.0,1795400000.0,1845000000.0,1772900000.0,24.0,8746.4,8551.52,74.67,53.42,3.87,2.79,5.43,10.44,3.61,5.41,6.58,-0.4,0.46,105.0,105.0,105.0,4.2,4.1,8.3,7.904761904761906,0.51243,0.40511,0.45877,0.283165,38.27735030625368,-0.17073,343.0,34.0,0.39154160982264663,17.0,0.0,1,7.904761904761906,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,8.3,0.0,0.8300000000000001,2.6,744.4000000000001,0.07089523809523811
GRMN,2024-09-30,2024-10-30,1.0,176.03,171.06,16.41,19.79,1.44,1.49,1.38,6.0,1.44,1.43,1.43,1.42,0.0,0.0,1.0,0.0,1443920000.0,1454000000.0,1439700000.0,4.0,23154.4,20563.36,1641.6,631.57,14.07,9.05,10.92,8.97,11.27,17.53,20.28,-0.23,1.17,165.0,200.0,165.0,7.8,5.9,13.7,8.303030303030303,0.49292,0.4734,0.48316000000000003,0.22951,52.498137263018464,-0.15121500000000004,261.0,186.0,6.667664670658683,17.0,21.212121212121215,0,-12.909090909090912,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,13.7,35.0,1.37,2.6,-2269.6,-0.13755151515151515
GPN,2024-09-30,2024-10-30,0.0,102.42,98.12,0.89,5.31,3.12,3.85,3.04,28.0,3.12,3.13,3.1,3.11,0.0,0.0,1.0,1.0,2380020000.0,2398700000.0,2354900000.0,25.0,4120.8,4020.0,7.47,60.31,-19.63,-18.56,3.22,11.83,13.13,-10.37,-21.13,12.82,-0.46,100.0,105.0,100.0,4.35,4.949999999999999,9.299999999999999,9.299999999999999,0.55145,0.53194,0.541695,0.400235,26.114326327545946,-0.15121500000000004,2197.0,376.0,0.631578947368421,17.0,5.000000000000004,1,4.2999999999999945,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,9.299999999999999,5.0,0.9299999999999999,2.6,334.3999999999999,0.03343999999999999
EQIX,2024-09-30,2024-10-30,1.0,887.63,811.18,2.54,12.21,2.93,3.43,2.44,20.0,2.93,2.93,2.93,2.68,1.0,0.0,4.0,0.0,2204110000.0,2235290000.0,2187500000.0,20.0,1703.2,653.28,380.8,681.46,6.97,1.5,10.78,42.99,30.04,17.49,31.33,2.42,3.74,910.0,910.0,910.0,29.3,32.25,61.55,6.763736263736263,0.3856,0.39536,0.39048,0.278285,28.73258553575087,-0.107315,7.0,7.0,1.2395833333333333,17.0,0.0,1,6.763736263736263,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,61.55,0.0,6.155,2.6,5536.9,0.06084505494505494
ACGL,2024-09-30,2024-10-30,1.0,111.88,97.1,-6.02,8.28,1.96,2.29,1.29,15.0,1.95,1.71,1.69,1.66,0.0,0.0,9.0,0.0,3903280000.0,4456560000.0,3381290000.0,6.0,14663.2,12615.04,670.93,439.85,31.2,4.74,33.21,33.85,4.9,79.38,78.91,5.72,7.58,105.0,100.0,105.0,3.05,3.05,6.1,5.809523809523808,0.33682,0.33682,0.33682,0.322185,4.345050768956716,-0.04877999999999999,41.0,1.0,1.2054794520547945,17.0,4.761904761904767,1,1.0476190476190412,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,6.1,5.0,0.61,2.6,46.39999999999996,0.004419047619047616
AFL,2024-09-30,2024-10-30,1.0,111.8,101.65,-1.53,8.3,1.68,1.82,1.58,14.0,1.68,1.67,1.66,1.61,0.0,0.0,3.0,0.0,4424120000.0,5210000000.0,4126000000.0,7.0,6932.0,6397.6,842.67,833.96,-0.31,-5.15,1.44,12.96,10.24,10.63,10.63,-54.74,3.87,110.0,105.0,110.0,2.175,2.075,4.25,3.8636363636363633,0.54169,0.53194,0.536815,0.380725,29.077056341570195,-0.282915,62.0,10.0,0.3493150684931507,3.0,4.545454545454541,0,-0.6818181818181781,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,4.25,5.0,0.42500000000000004,2.6,-120.1,-0.010918181818181818
ALL,2024-09-30,2024-10-30,1.0,189.65,177.38,-0.11,6.8,2.43,4.31,1.38,18.0,2.47,3.21,3.03,2.98,0.0,0.0,3.0,0.0,14936500000.0,15373300000.0,14594000000.0,5.0,34132.0,26839.68,3545.07,688.25,12.5,3.12,10.48,136.43,-68.62,130.9,122.74,-83.25,19.97,185.0,185.0,185.0,6.85,4.9,11.75,6.351351351351352,0.36609,0.36609,0.36609,0.27829,23.98317353656206,-0.08292500000000003,83.0,6.0,3.1859756097560976,17.0,0.0,1,6.351351351351352,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,11.75,0.0,1.175,2.6,1054.9,0.057021621621621624
AMGN,2024-09-30,2024-10-30,1.0,322.21,335.53,-2.07,-5.96,5.11,5.42,4.91,21.0,5.11,5.14,5.14,5.15,0.0,0.0,5.0,1.0,8519450000.0,8776000000.0,8306400000.0,21.0,16916.0,16765.92,388.27,425.75,20.07,12.64,10.55,-0.6,25.51,-7.97,-28.87,-12.63,-15.66,315.0,320.0,315.0,8.3,7.075,15.375,4.880952380952381,0.67828,0.66852,0.6734,0.29292,56.501336501336496,-0.20487,44.0,12.0,1.333986671893375,3.0,1.5873015873015817,1,3.2936507936507997,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,15.375,5.0,1.5375,2.6,881.15,0.027973015873015872
AWK,2024-09-30,2024-10-30,0.0,146.24,144.5,-7.21,-6.1,1.84,1.93,1.75,9.0,1.84,1.84,1.83,1.78,0.0,0.0,2.0,0.0,1233980000.0,1283860000.0,1167000000.0,6.0,2799.2,2968.16,-217.6,245.88,4.74,13.65,9.44,-4.76,50.54,1.25,3.94,1.04,-0.3,135.0,140.0,135.0,3.4,2.8,6.199999999999999,4.592592592592592,0.23926,0.28804,0.26365,0.258775,1.849042290915994,-0.034140000000000004,5.0,0.0,0.8155339805825242,17.0,3.703703703703698,1,0.8888888888888937,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,6.199999999999999,5.0,0.62,2.6,55.39999999999993,0.004103703703703698
BG,2024-09-30,2024-10-30,1.0,96.64,103.07,-11.15,-16.7,2.15,2.26,2.02,7.0,2.14,2.12,2.15,2.16,1.0,0.0,3.0,0.0,12774400000.0,13843000000.0,11805900000.0,5.0,42517.6,40443.36,646.4,1160.53,-12.01,-1.31,-12.19,-53.49,-43.09,-67.98,-77.25,-4.06,-4.66,87.5,85.0,87.5,3.175,2.575,5.75,6.571428571428571,0.3856,0.37584,0.38072,0.283165,25.62381802899769,-0.08780000000000004,4.0,14.0,0.39287000360100827,17.0,2.857142857142858,1,3.714285714285713,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,5.75,2.5,0.5750000000000001,2.6,264.9,0.030274285714285712
BIIB,2024-09-30,2024-10-30,1.0,193.84,210.7,-6.53,-14.01,3.79,4.35,3.52,25.0,3.79,3.79,3.79,3.9,2.0,0.0,6.0,0.0,2434430000.0,2570000000.0,2359260000.0,26.0,38271.2,35278.56,1321.6,1027.4,0.36,7.61,-2.72,31.34,43.87,29.0,-46.86,-14.65,-13.21,185.0,172.5,185.0,4.9,5.85,10.75,5.810810810810811,0.84413,0.76608,0.805105,0.351455,56.34668769911999,-0.487795,92.0,406.0,0.6328388401888064,3.0,6.756756756756754,0,-0.945945945945943,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,10.75,12.5,1.075,2.6,-285.1,-0.015410810810810811
BKNG,2024-09-30,2024-10-30,1.0,4212.12,3664.18,5.98,21.83,77.47,80.15,73.51,23.0,77.43,77.16,76.78,81.67,2.0,0.0,12.0,0.0,7625240000.0,7742000000.0,7480500000.0,28.0,131420.0,112460.64,12155.73,4115.4,7.27,32.71,20.38,11.38,105.49,17.24,10.94,0.0,1.05,4430.0,4670.0,4430.0,115.4,116.9,232.3,5.243792325056433,0.72706,0.72706,0.72706,0.33682,53.67369955712046,-0.43414,3.0,9.0,2.0006978367062107,3.0,5.417607223476306,0,-0.17381489841987285,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,232.3,240.0,23.230000000000004,2.6,-3095.599999999999,-0.006987810383747176
CAT,2024-09-30,2024-10-30,0.0,391.12,331.52,-3.04,14.39,5.34,5.59,5.05,18.0,5.34,5.36,5.37,5.29,0.0,0.0,2.0,1.0,16084300000.0,16728500000.0,14650900000.0,13.0,25498.4,23090.88,670.93,715.82,-3.63,5.63,8.14,7.93,6.96,-3.54,-4.65,2.61,-0.23,387.5,375.0,387.5,9.524999999999999,10.275,19.799999999999997,5.1096774193548375,0.67828,0.73681,0.707545,0.35633,49.63853889151927,-0.385355,156.0,347.0,1.6363482813951524,3.0,3.2258064516129004,1,1.8838709677419372,2024-10-29,600.0,571.5277709960938,0.1437914285714285,0.136825,0.136825,-0.0069664285714285,-0.0069664285714285,1,0.19048,0.1347371428571428,0.0557428571428571,0.0188171428571428,0.4078379544718954,0.3013671701310069,0.8446215139442231,0.0792820510060303,0.0925320337142016,0.0512593948572269,0.856806533085658,1.15,-0.605538662589658,0.4456640672295623,-1.0182773641011695,-0.0026572981171303,0.0139604976120157,-0.0048239502594294,1,19.34000015258789,19.959999084472656,4.9608572954450345,19.799999999999997,12.5,1.9799999999999998,2.6,529.3999999999997,0.01366193548387096
