date,equity
2024-10-11,1.0
2024-10-15,1.014215476042455
2024-10-23,1.0124798166919422
2024-10-29,1.0081578685434578
2024-10-30,1.0097893559814144
2024-10-31,1.0067346170921954
2024-11-01,0.9869995394221134
2024-11-19,1.020863391045939
2024-11-20,1.024595139528356
