date,announcement_date,year,split,actual_move_pct,straddle_pct_pre,crush_pnl_pct,crush_profitable,strategy,trade,pnl_pct
2021-07-31,2021-11-17,2021,train,4.873690723144741,6.383333333333334,1.5096426101885925,1,lgb_filtered,1,1.5096426101885925
2021-10-31,2022-02-16,2021,train,7.503327285122873,9.628865979381445,2.1255386942585712,1,always_trade,1,2.1255386942585712
2021-10-31,2022-02-16,2021,train,7.503327285122873,9.628865979381445,2.1255386942585712,1,lr_filtered,1,2.1255386942585712
2021-10-31,2022-02-16,2021,train,7.503327285122873,9.628865979381445,2.1255386942585712,1,lgb_filtered,1,2.1255386942585712
2022-04-30,2022-08-24,2022,train,4.260508060543855,6.720588235294119,2.4600801747502636,1,always_trade,1,2.4600801747502636
2022-04-30,2022-08-24,2022,train,4.260508060543855,6.720588235294119,2.4600801747502636,1,lr_filtered,1,2.4600801747502636
2022-04-30,2022-08-24,2022,train,4.260508060543855,6.720588235294119,2.4600801747502636,1,lgb_filtered,1,2.4600801747502636
2022-07-31,2022-11-16,2022,train,5.934255510171804,8.323076923076922,2.388821412905118,1,always_trade,1,2.388821412905118
2022-07-31,2022-11-16,2022,train,5.934255510171804,8.323076923076922,2.388821412905118,1,lr_filtered,1,2.388821412905118
2022-07-31,2022-11-16,2022,train,5.934255510171804,8.323076923076922,2.388821412905118,1,lgb_filtered,1,2.388821412905118
2023-04-30,2023-08-23,2023,val,3.2736239548824653,10.893617021276595,7.61999306639413,1,always_trade,1,7.61999306639413
2023-04-30,2023-08-23,2023,val,3.2736239548824653,10.893617021276595,7.61999306639413,1,lr_filtered,1,7.61999306639413
2023-04-30,2023-08-23,2023,val,3.2736239548824653,10.893617021276595,7.61999306639413,1,lgb_filtered,1,7.61999306639413
2023-07-31,2023-11-21,2023,val,3.3585299052385498,7.837563451776648,4.479033546538099,1,always_trade,1,4.479033546538099
2023-07-31,2023-11-21,2023,val,3.3585299052385498,7.837563451776648,4.479033546538099,1,lr_filtered,1,4.479033546538099
2023-07-31,2023-11-21,2023,val,3.3585299052385498,7.837563451776648,4.479033546538099,1,lgb_filtered,1,4.479033546538099
2024-04-30,2024-08-28,2024,test,8.347630936698069,11.181102362204724,2.833471425506655,1,always_trade,1,2.833471425506655
2024-04-30,2024-08-28,2024,test,8.347630936698069,11.181102362204724,2.833471425506655,1,lr_filtered,1,2.833471425506655
2024-04-30,2024-08-28,2024,test,8.347630936698069,11.181102362204724,2.833471425506655,1,lgb_filtered,1,2.833471425506655
2024-07-31,2024-11-20,2024,test,0.2312704330501014,8.964285714285715,8.733015281235614,1,always_trade,1,8.733015281235614
2024-07-31,2024-11-20,2024,test,0.2312704330501014,8.964285714285715,8.733015281235614,1,lr_filtered,0,0.0
2024-07-31,2024-11-20,2024,test,0.2312704330501014,8.964285714285715,8.733015281235614,1,lgb_filtered,1,8.733015281235614
2024-10-31,2025-02-26,2024,test,5.117269169826411,10.076923076923078,4.959653907096667,1,always_trade,1,4.959653907096667
2024-10-31,2025-02-26,2024,test,5.117269169826411,10.076923076923078,4.959653907096667,1,lr_filtered,1,4.959653907096667
2024-10-31,2025-02-26,2024,test,5.117269169826411,10.076923076923078,4.959653907096667,1,lgb_filtered,1,4.959653907096667
2025-04-30,2025-08-27,2025,test,0.8802345098002373,6.694444444444445,5.814209934644207,1,always_trade,1,5.814209934644207
2025-04-30,2025-08-27,2025,test,0.8802345098002373,6.694444444444445,5.814209934644207,1,lr_filtered,1,5.814209934644207
2025-04-30,2025-08-27,2025,test,0.8802345098002373,6.694444444444445,5.814209934644207,1,lgb_filtered,1,5.814209934644207
2025-07-31,2025-11-19,2025,test,0.3969979840886095,7.32620320855615,6.92920522446754,1,always_trade,1,6.92920522446754
2025-07-31,2025-11-19,2025,test,0.3969979840886095,7.32620320855615,6.92920522446754,1,lr_filtered,0,0.0
2025-07-31,2025-11-19,2025,test,0.3969979840886095,7.32620320855615,6.92920522446754,1,lgb_filtered,1,6.92920522446754
2025-10-31,2026-02-25,2025,test,4.127563630770393,6.25,2.1224363692296073,1,always_trade,1,2.1224363692296073
2025-10-31,2026-02-25,2025,test,4.127563630770393,6.25,2.1224363692296073,1,lr_filtered,1,2.1224363692296073
2025-10-31,2026-02-25,2025,test,4.127563630770393,6.25,2.1224363692296073,1,lgb_filtered,1,2.1224363692296073
