ticker,fiscal_quarter_end,announcement_date,eps_beat,price_1m_before,price_3m_before,price_change_1m_pct,price_change_3m_pct,eps_estimate_average,eps_estimate_high,eps_estimate_low,eps_estimate_analyst_count,eps_estimate_average_7_days_ago,eps_estimate_average_30_days_ago,eps_estimate_average_60_days_ago,eps_estimate_average_90_days_ago,eps_estimate_revision_up_trailing_7_days,eps_estimate_revision_down_trailing_7_days,eps_estimate_revision_up_trailing_30_days,eps_estimate_revision_down_trailing_30_days,revenue_estimate_average,revenue_estimate_high,revenue_estimate_low,revenue_estimate_analyst_count,elo_before,elo_decay,elo_momentum,elo_vol_4q,total_revenue_yoy_growth_lag1,total_revenue_qoq_growth_lag1,total_revenue_ttm_yoy_growth_lag1,actual_eps_yoy_growth_lag1,actual_eps_qoq_growth_lag1,ebitda_yoy_growth_lag1,operating_income_yoy_growth_lag1,gross_margin_yoy_change_lag1,operating_margin_yoy_change_lag1,stock_price_pre,stock_price_post,atm_strike_pre,atm_expiration_pre,atm_call_mid_pre,atm_put_mid_pre,straddle_price_pre,straddle_pct_pre,atm_call_mid_post,atm_put_mid_post,exit_premium,expiry_close,exit_intrinsic_at_expiry,iv_call_pre,iv_put_pre,iv_avg_pre,iv_avg_post,iv_crush_pct,iv_term_slope,atm_open_interest_pre,atm_volume_pre,chain_pc_volume_ratio,dte_pre,actual_move_pct,crush_profitable,crush_pnl_pct,spy_join_date,spy_spot,spy_spy_close,spy_atm_iv_30d,spy_atm_iv_60d,spy_atm_iv_90d,spy_term_slope_30_60,spy_term_slope_30_90,spy_backwardation_flag,spy_iv_25d_put,spy_iv_25d_call,spy_risk_reversal_25d,spy_butterfly_25d,spy_iv_rank_30d,spy_iv_rank_252d,spy_iv_percentile_252d,spy_rv_5d,spy_rv_21d,spy_vrp_30d,spy_vol_expansion,spy_pc_ratio,spy_pc_ratio_z_20d,spy_voi_ratio,spy_voi_ratio_z_20d,spy_spy_ret_5d,spy_spy_ret_21d,spy_spy_dd_from_60d_high,spy_spy_above_200d_ma,spy_vix_close,spy_vix3m_close,spy_vix_minus_atm_iv_30d,entry_premium,exit_cost,exit_source,half_spread,commission,pnl_dollars,pnl_pct_notional
PKG,2024-09-30,2024-10-22,1.0,212.9,193.28,1.77,12.1,2.5,2.58,2.45,6.0,2.49,2.48,2.48,2.43,1.0,0.0,3.0,0.0,2094470000.0,2124400000.0,2045000000.0,6.0,15354.4,14578.72,320.0,393.83,6.31,4.84,-5.09,-4.76,27.91,-1.15,-2.95,-1.69,-1.27,220.0,230.0,220.0,2024-11-15,6.5,6.6,13.1,5.954545454545455,10.899999999999999,2.1,12.999999999999998,235.81,15.810000000000002,0.28804,0.28804,0.28804,0.22463,22.014303568948762,-0.04390000000000002,9.0,1.0,2.0,25.0,4.545454545454541,1,1.4090909090909136,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,13.1,15.810000000000002,expiry_intrinsic,0.655,1.9500000000000002,-338.4500000000003,-0.015384090909090922
PCAR,2024-09-30,2024-10-22,1.0,98.91,98.9,5.94,5.96,1.82,1.89,1.77,14.0,1.82,1.82,1.82,1.84,1.0,0.0,4.0,0.0,7649970000.0,8047000000.0,7302530000.0,11.0,-11487.2,-12141.76,97.6,530.57,-1.35,0.42,15.17,-8.58,-6.17,-5.3,-16.3,-2.3,-2.62,110.0,105.0,110.0,2024-11-15,4.75,5.3,10.05,9.136363636363637,0.7,6.35,7.05,112.26,2.260000000000005,0.41487,0.46365,0.43926,0.263655,39.97746209534217,-0.11707499999999998,657.0,453.0,3.487958115183246,25.0,4.545454545454541,1,4.590909090909095,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,10.05,2.260000000000005,expiry_intrinsic,0.5025000000000001,1.9500000000000002,726.7999999999995,0.06607272727272723
PHM,2024-09-30,2024-10-22,1.0,141.86,122.56,-5.67,9.18,3.11,3.21,2.96,14.0,3.12,3.14,3.14,3.19,0.0,0.0,0.0,1.0,4264960000.0,4359000000.0,4103700000.0,12.0,17336.8,14491.68,1434.67,706.93,9.81,16.47,2.6,19.31,23.55,9.97,10.09,0.39,0.06,144.0,133.0,144.0,2024-10-25,4.0,3.6,7.6,5.277777777777778,0.07,10.15,10.22,132.47,11.530000000000001,0.63925,0.6295,0.6343749999999999,0.32219,49.21142857142857,-0.2634099999999999,21.0,30.0,2.086507653969384,4.0,7.638888888888884,0,-2.3611111111111063,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,7.6,11.530000000000001,expiry_intrinsic,0.38,1.9500000000000002,-432.9500000000001,-0.03006597222222223
PM,2024-09-30,2024-10-22,1.0,120.79,111.44,8.79,17.92,1.82,1.84,1.79,8.0,1.82,1.82,1.81,1.79,0.0,0.0,2.0,1.0,9688850000.0,9842020000.0,9370800000.0,6.0,14775.2,14631.2,232.53,248.74,5.59,7.68,10.21,-0.63,6.0,35.44,34.22,0.67,7.76,119.0,131.0,119.0,2024-10-25,2.175,2.075,4.25,3.571428571428571,12.6,0.03,12.629999999999999,129.86,10.860000000000014,0.43438,0.42462,0.4295,0.20024,53.37834691501746,-0.20487,170.0,286.0,0.510229027277406,4.0,10.084033613445387,0,-6.512605042016816,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,4.25,10.860000000000014,expiry_intrinsic,0.21250000000000002,1.9500000000000002,-684.2000000000014,-0.05749579831932785
TXN,2024-09-30,2024-10-22,1.0,203.3,198.28,-4.59,-2.17,1.38,1.46,1.36,27.0,1.37,1.37,1.37,1.36,1.0,0.0,1.0,0.0,4119700000.0,4200000000.0,4073000000.0,26.0,13484.0,13230.88,179.2,132.99,-15.65,4.4,-13.59,-37.43,-4.1,-26.43,-36.71,-6.37,-10.87,195.0,202.5,195.0,2024-10-25,5.525,4.65,10.175,5.217948717948719,7.0,0.24,7.24,206.93,11.930000000000007,0.61974,0.61974,0.61974,0.307555,50.37354374415076,-0.28779999999999994,25.0,157.0,1.0580301484755752,4.0,3.8461538461538547,1,1.3717948717948643,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,10.175,11.930000000000007,expiry_intrinsic,0.50875,1.9500000000000002,-228.3250000000006,-0.01170897435897439
RTX,2024-09-30,2024-10-22,1.0,118.15,104.83,6.25,19.75,1.34,1.46,1.27,18.0,1.34,1.34,1.33,1.25,2.0,0.0,5.0,0.0,19848200000.0,20202500000.0,19577700000.0,16.0,7904.8,6968.64,471.47,198.25,7.68,2.15,1.55,9.3,5.22,-33.47,-0.56,-2.58,-0.59,126.0,127.0,126.0,2024-10-25,2.79,2.69,5.48,4.34920634920635,1.56,0.32999999999999996,1.8900000000000001,125.16,0.8400000000000034,0.53194,0.51243,0.522185,0.20024,61.65343700029684,-0.2878,1000.0,812.0,0.6564650677789364,4.0,0.7936507936507908,1,3.555555555555559,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,5.48,0.8400000000000034,expiry_intrinsic,0.274,1.9500000000000002,434.6499999999997,0.03449603174603172
SHW,2024-09-30,2024-10-22,0.0,378.52,332.02,-4.53,8.84,3.54,3.87,3.33,22.0,3.54,3.54,3.54,3.56,0.0,0.0,4.0,1.0,6200790000.0,6312960000.0,6129000000.0,18.0,-84143.2,-84532.96,7.47,314.6,0.5,16.85,2.33,12.46,70.51,12.09,11.1,2.82,1.88,380.0,360.0,380.0,2024-11-15,12.5,9.65,22.15,5.828947368421052,1.8250000000000002,18.299999999999997,20.124999999999996,378.99,1.009999999999991,0.27829,0.27829,0.27829,0.21487499999999998,22.787380071148803,-0.04390499999999997,122.0,72.0,1.0164447924823805,25.0,5.263157894736848,1,0.5657894736842044,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,22.15,1.009999999999991,expiry_intrinsic,1.1075,1.9500000000000002,2001.3000000000006,0.05266578947368423
STX,2024-09-30,2024-10-22,1.0,104.74,109.53,7.54,2.84,1.48,1.82,1.4,20.0,1.47,1.45,1.44,1.42,1.0,0.0,4.0,0.0,2130320000.0,2253000000.0,2071000000.0,19.0,23224.8,21958.88,573.87,502.03,-11.02,6.43,-18.91,217.86,-41.07,205.18,145.4,8.53,25.58,112.0,104.0,112.0,2024-10-25,4.300000000000001,3.8,8.100000000000001,7.232142857142858,0.01,8.45,8.459999999999999,103.01,8.989999999999995,0.86364,0.86364,0.86364,0.40999,52.527673567690236,-0.46828,86.0,528.0,0.5351184346035015,4.0,7.14285714285714,1,0.08928571428571797,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,8.100000000000001,8.989999999999995,expiry_intrinsic,0.4050000000000001,1.9500000000000002,-131.44999999999933,-0.011736607142857083
MMM,2024-09-30,2024-10-22,1.0,134.77,103.25,-2.26,27.58,1.9,2.0,1.78,14.0,1.9,1.9,1.9,1.82,1.0,0.0,6.0,2.0,6056710000.0,6168680000.0,5988670000.0,12.0,12469.6,10605.92,800.0,410.33,-24.86,3.97,-10.03,-11.06,-19.25,123.82,114.26,-2.21,128.02,135.0,128.0,135.0,2024-10-25,5.2,5.075,10.275,7.611111111111112,0.05500000000000001,7.5,7.555,124.75,10.25,0.93193,0.89291,0.91242,0.288045,68.43065693430657,-0.541455,220.0,1979.0,0.7842655406340856,4.0,5.185185185185182,1,2.42592592592593,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,10.275,10.25,expiry_intrinsic,0.51375,1.9500000000000002,-50.824999999999974,-0.003764814814814813
VZ,2024-09-30,2024-10-22,1.0,44.33,39.67,-6.38,4.61,1.18,1.19,1.14,17.0,1.18,1.17,1.17,1.08,1.0,0.0,4.0,1.0,33431700000.0,33970000000.0,33026000000.0,16.0,3620.0,3562.88,36.27,33.31,0.61,-0.56,-1.48,-4.96,0.0,3.91,4.84,0.83,0.96,44.0,43.0,44.0,2024-10-25,0.78,0.895,1.675,3.806818181818182,0.025,1.15,1.1749999999999998,41.38,2.6199999999999974,0.50267,0.41487,0.45877,0.18560500000000002,59.542908211086164,-0.23414000000000001,5324.0,6662.0,1.0925530320065961,4.0,2.2727272727272707,1,1.5340909090909114,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,1.675,2.6199999999999974,expiry_intrinsic,0.08375,1.9500000000000002,-104.82499999999975,-0.02382386363636358
PNR,2024-09-30,2024-10-22,1.0,94.8,83.8,3.71,17.33,1.07,1.09,1.06,16.0,1.07,1.07,1.07,1.07,0.0,0.0,2.0,0.0,988790000.0,1006000000.0,982000000.0,16.0,5639.2,5356.32,126.93,72.92,1.55,8.07,-0.8,18.45,29.79,14.14,18.94,2.92,3.3,100.0,97.5,100.0,2024-11-15,2.375,3.5999999999999996,5.975,5.975,1.125,2.75,3.875,105.92,5.920000000000002,0.28804,0.27829,0.283165,0.21975499999999998,22.39330425723519,-0.029270000000000018,1764.0,41.0,2.7083333333333335,25.0,2.500000000000002,1,3.4749999999999974,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,5.975,5.920000000000002,expiry_intrinsic,0.29875,1.9500000000000002,-26.325000000000205,-0.0026325000000000207
MCO,2024-09-30,2024-10-22,1.0,494.66,433.81,-5.44,7.82,2.86,3.18,2.4,18.0,2.83,2.55,2.52,2.51,5.0,0.0,13.0,0.0,1702630000.0,1785000000.0,1576500000.0,15.0,18880.8,17732.48,852.27,503.41,21.62,1.74,13.23,42.61,-2.67,37.56,41.25,2.82,6.05,490.0,470.0,490.0,2024-11-15,14.3,15.5,29.8,6.081632653061225,4.3,24.9,29.2,473.31,16.689999999999998,0.2978,0.28804,0.29292,0.239265,18.317287996722655,-0.04390500000000003,69.0,45.0,5.345864661654136,25.0,4.081632653061229,1,1.9999999999999956,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,29.8,16.689999999999998,expiry_intrinsic,1.4900000000000002,1.9500000000000002,1160.0500000000002,0.02367448979591837
NSC,2024-09-30,2024-10-22,1.0,247.86,221.34,5.07,17.66,3.11,3.21,3.04,23.0,3.11,3.08,3.08,3.06,3.0,0.0,16.0,0.0,3086100000.0,3140000000.0,3044000000.0,18.0,10154.4,8689.44,776.53,614.67,2.15,1.33,-4.62,3.73,-6.99,55.45,98.03,17.55,17.55,247.5,257.5,247.5,2024-10-25,5.8,5.050000000000001,10.850000000000001,4.383838383838384,10.2,0.175,10.375,251.09,3.5900000000000034,0.52218,0.52218,0.52218,0.28804,44.83894442529395,-0.25853,17.0,11.0,1.6231884057971016,4.0,4.040404040404044,1,0.3434343434343399,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,10.850000000000001,3.5900000000000034,expiry_intrinsic,0.5425000000000001,1.9500000000000002,669.7999999999997,0.02706262626262625
KMB,2024-09-30,2024-10-22,1.0,140.75,140.51,-2.13,-1.96,1.7,1.75,1.65,14.0,1.71,1.7,1.7,1.76,2.0,0.0,5.0,4.0,5047620000.0,5087000000.0,5010000000.0,9.0,7320.8,5890.24,770.67,468.27,-2.05,-2.33,0.52,18.79,-2.49,211.15,558.41,2.27,12.59,144.0,137.0,144.0,2024-10-25,2.8,2.5,5.3,3.680555555555556,0.05,7.199999999999999,7.249999999999999,135.52,8.47999999999999,0.44414,0.43438,0.43926,0.21487499999999998,51.08250239038383,-0.22926,30.0,32.0,0.5649867374005305,4.0,4.861111111111116,0,-1.1805555555555602,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,5.3,8.47999999999999,expiry_intrinsic,0.265,1.9500000000000002,-346.449999999999,-0.02405902777777771
LMT,2024-09-30,2024-10-22,1.0,571.92,515.2,0.88,11.99,6.5,6.91,6.24,18.0,6.49,6.46,6.42,6.41,2.0,0.0,5.0,1.0,17350700000.0,17893000000.0,16571200000.0,17.0,41064.8,37215.68,1695.47,531.41,8.56,5.39,4.7,5.65,12.32,0.2,0.61,-0.29,-0.94,617.5,570.0,617.5,2024-10-25,12.85,13.5,26.35,4.2672064777327945,0.19999999999999998,46.4,46.6,562.29,55.210000000000036,0.55145,0.4734,0.512425,0.20024,60.92306191149925,-0.27804,33.0,119.0,0.7071626873958912,4.0,7.692307692307687,0,-3.4251012145748927,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,26.35,55.210000000000036,expiry_intrinsic,1.3175000000000001,1.9500000000000002,-3019.700000000003,-0.04890202429149802
AOS,2024-09-30,2024-10-22,0.0,82.89,80.76,-5.65,-3.16,0.83,0.93,0.82,11.0,0.83,0.95,0.95,0.95,0.0,0.0,0.0,10.0,904730000.0,936900000.0,895000000.0,11.0,5148.0,5090.4,10.67,35.78,6.61,4.65,3.63,4.95,6.0,-1.85,1.13,-1.46,-1.09,80.0,75.0,80.0,2024-11-15,2.9749999999999996,3.55,6.5249999999999995,8.15625,0.925,3.65,4.575,72.23,7.769999999999996,0.3434990267358148,0.4388342458028148,0.3911666362693148,,,,1760.0,95.0,0.560233918128655,25.0,6.25,1,1.90625,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,6.5249999999999995,7.769999999999996,expiry_intrinsic,0.32625,1.9500000000000002,-159.07499999999965,-0.019884374999999958
BKR,2024-09-30,2024-10-22,1.0,36.04,34.9,-0.17,3.09,0.61,0.63,0.56,19.0,0.61,0.61,0.61,0.55,1.0,0.0,3.0,3.0,7216390000.0,7378000000.0,7113830000.0,19.0,741.6,506.4,136.53,52.31,13.05,11.23,18.54,46.15,32.56,21.73,64.79,0.11,3.72,36.0,37.0,36.0,2024-11-15,1.45,1.0750000000000002,2.5250000000000004,7.01388888888889,1.65,0.7,2.3499999999999996,42.94,6.939999999999998,0.30755,0.35633,0.33194,0.30268,8.81484605651624,-0.039020000000000055,749.0,14.0,1.1869918699186992,25.0,2.777777777777768,1,4.236111111111122,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,2.5250000000000004,6.939999999999998,expiry_intrinsic,0.12625000000000003,1.9500000000000002,-456.0749999999997,-0.12668749999999993
DGX,2024-09-30,2024-10-22,1.0,152.99,143.91,2.93,9.42,2.26,2.32,2.22,16.0,2.26,2.28,2.27,2.28,0.0,0.0,0.0,5.0,2422700000.0,2503180000.0,2358950000.0,14.0,11253.6,10823.84,217.6,191.37,2.52,1.31,-4.27,2.17,15.2,2.14,2.01,-0.34,-0.07,150.0,160.0,150.0,2024-11-15,3.5,5.75,9.25,6.166666666666667,8.6,1.05,9.65,160.44,10.439999999999998,0.28804,0.2978,0.29292,0.21,28.308070462925038,-0.058535000000000004,156.0,673.0,1.3808641975308642,25.0,6.666666666666665,0,-0.4999999999999982,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,9.25,10.439999999999998,expiry_intrinsic,0.4625,1.9500000000000002,-167.19999999999976,-0.01114666666666665
DHR,2024-09-30,2024-10-22,1.0,272.63,265.76,-4.16,-1.69,1.57,1.7,1.53,22.0,1.57,1.56,1.56,1.46,2.0,0.0,5.0,0.0,5586880000.0,5657000000.0,5510000000.0,21.0,15090.4,14055.84,455.47,168.52,-19.76,-0.91,-13.41,-16.1,-10.42,-14.5,-18.26,3.23,0.37,272.5,255.0,272.5,2024-10-25,7.35,6.9,14.25,5.229357798165138,0.04,16.5,16.54,245.39,27.110000000000014,0.65876,0.59047,0.624615,0.26365,57.78999863916172,-0.34632500000000005,328.0,477.0,0.6406486486486487,4.0,6.422018348623848,0,-1.1926605504587098,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,14.25,27.110000000000014,expiry_intrinsic,0.7125,1.9500000000000002,-1359.2000000000014,-0.04987889908256886
CSGP,2024-09-30,2024-10-22,1.0,77.37,76.35,-0.65,0.68,0.16,0.19,0.15,13.0,0.16,0.16,0.16,0.18,0.0,0.0,0.0,0.0,696100000.0,699000000.0,694700000.0,13.0,-60221.6,-60474.4,160.0,67.88,11.87,3.26,12.32,-51.61,50.0,-78.42,-120.35,-1.49,-15.43,75.0,75.0,75.0,2024-11-15,5.1,3.25,8.35,11.133333333333333,1.625,3.55,5.175,71.25,3.75,0.46365,0.56121,0.5124299999999999,0.33194500000000005,35.221396093124895,-0.1512199999999999,196.0,1.0,5.109540636042403,25.0,0.0,1,11.133333333333333,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,8.35,3.75,expiry_intrinsic,0.4175,1.9500000000000002,416.29999999999995,0.05550666666666666
GE,2024-09-30,2024-10-22,1.0,187.43,162.3,-5.75,8.85,1.14,1.26,1.07,15.0,1.14,1.11,1.11,0.97,3.0,0.0,10.0,1.0,9022190000.0,9310000000.0,8788000000.0,14.0,40229.6,39008.48,461.33,272.8,3.87,1.54,-45.13,76.47,46.34,8.15,38.47,3.71,4.47,195.0,182.5,195.0,2024-10-25,4.550000000000001,5.1,9.65,4.948717948717949,0.035,13.149999999999999,13.184999999999999,179.1,15.900000000000006,0.60023,0.59047,0.59535,0.302675,49.16015789031662,-0.27316000000000007,1035.0,2187.0,1.097509808195292,4.0,6.41025641025641,0,-1.4615384615384608,2024-10-21,600.0,573.3550415039062,0.13195,0.136825,0.1319449999999999,0.0048749999999999,-5.000000000032756e-06,1,0.18073,0.13195,0.0487799999999999,0.0243899999999999,0.1842701478045099,0.2237740635516469,0.7410358565737052,0.0780997820209745,0.0874024789789387,0.0445475210210612,0.8935648385876346,1.2,-0.6520389056516837,0.562325017014662,-1.0803796736704707,-0.0011808668941,0.0270654800301761,-0.0016422048779181,1,18.3700008392334,19.239999771118164,5.175000839233398,9.65,15.900000000000006,expiry_intrinsic,0.48250000000000004,1.9500000000000002,-675.2000000000006,-0.03462564102564106
