date,pnl,cum_pnl,equity
2024-10-01,-99.62500000000065,-99.62500000000065,99900.375
2024-10-03,-27.450000000001253,-127.0750000000019,99872.925
2024-10-08,-213.77500000000023,-340.8500000000021,99659.15
2024-10-10,1315.5499999999986,974.6999999999964,100974.7
2024-10-11,-2539.7999999999993,-1565.1000000000029,98434.9
2024-10-15,1956.1500000000005,391.0499999999977,100391.05
2024-10-16,1741.2500000000014,2132.2999999999993,102132.3
2024-10-17,-10163.099999999997,-8030.799999999997,91969.2
2024-10-18,959.0000000000026,-7071.799999999995,92928.20000000001
2024-10-21,-390.6500000000004,-7462.449999999995,92537.55
2024-10-22,-4214.550000000005,-11677.0,88323.0
2024-10-23,16721.275000000005,5044.275000000005,105044.27500000001
2024-10-24,7413.049999999997,12457.325000000003,112457.325
2024-10-25,-2169.300000000004,10288.024999999998,110288.025
2024-10-28,-433.0499999999997,9854.974999999999,109854.975
2024-10-29,9207.775000000003,19062.75,119062.75
2024-10-30,-27921.324999999983,-8858.574999999983,91141.42500000002
2024-10-31,-19482.54999999998,-28341.124999999964,71658.87500000003
2024-11-01,-3270.324999999997,-31611.44999999996,68388.55000000005
2024-11-04,-1632.3750000000034,-33243.82499999996,66756.17500000005
2024-11-05,-2950.200000000001,-36194.024999999965,63805.975000000035
2024-11-06,-17890.650000000005,-54084.674999999974,45915.325000000026
2024-11-07,-6625.525000000003,-60710.199999999975,39289.800000000025
2024-11-08,-14925.80000000001,-75635.99999999999,24364.000000000015
2024-11-11,396.05000000000007,-75239.94999999998,24760.050000000017
2024-11-12,1425.2749999999992,-73814.67499999999,26185.32500000001
2024-11-13,152.8000000000001,-73661.87499999999,26338.125000000015
2024-11-18,141.79999999999976,-73520.07499999998,26479.925000000017
2024-11-19,143.3250000000004,-73376.74999999999,26623.250000000015
2024-11-20,-772.9249999999995,-74149.67499999999,25850.32500000001
2024-11-21,2889.0750000000003,-71260.59999999999,28739.40000000001
2024-11-26,1332.300000000002,-69928.29999999999,30071.70000000001
2024-12-03,-1093.150000000001,-71021.44999999998,28978.550000000017
2024-12-04,887.3000000000005,-70134.14999999998,29865.85000000002
2024-12-05,-1699.4750000000047,-71833.62499999999,28166.375000000015
2024-12-09,-328.8250000000013,-72162.44999999998,27837.550000000017
2024-12-10,8300.04999999998,-63862.4,36137.6
2024-12-18,-249.34999999999962,-64111.75,35888.25
2024-12-19,2182.7750000000005,-61928.975,38071.025
2025-01-15,-6370.050000000011,-68299.02500000001,31700.97499999999
