strategy,n_trades,terminal_equity,total_return_pct,annualized_return,sharpe_non_overlap,sortino,max_dd_dollar,max_dd_pct,calmar,win_rate,profit_factor,mean_trade_dollar,best_trade_dollar,worst_trade_dollar,sum_net_pnl,capital_efficiency,n_wide_spread_trades,n_margin_rejects,n_concurrency_rejects,n_missing_quote,n_dropped_month,peak_margin_util_pct
always_short,48,1956.8000000000757,-98.04319999999991,-0.886996587506369,-4.325406521009224,-4.767233424614383,-99936.69999999992,-99.94579506735106,-0.8874776441656634,0.2916666666666667,0.1483598383639036,-2042.5666666666668,3796.2,-12638.399999999998,-98043.20000000001,-0.2042566666666667,0,400,0.0,5,0,10.0
vrp_rule,145,130953.59999999995,30.953599999999938,0.1612138548723565,1.1912367179864807,1.4809710260872475,-17465.59999999999,-17.46559999999999,0.9230364537854788,0.6551724137931034,1.5262803532384153,213.47310344827582,3796.2,-4191.600000000001,30953.599999999995,0.02134731034482758,0,0,0.0,0,0,10.0
logreg,94,92880.40000000034,-7.119599999999659,-0.04010891932142624,-0.37430359953330006,-0.5122186714443767,-28523.09999999983,-25.67439725281387,-0.1562214642333244,0.5106382978723404,0.8727270127065619,-75.7404255319149,3796.2,-4928.000000000001,-7119.6,-0.00757404255319149,0,0,0.0,0,0,10.0
lgbm,189,58823.20000000042,-41.17679999999958,-0.2548004231223282,-0.8627242955395935,-0.9233456934973383,-71542.19999999988,-71.54219999999988,-0.3561540225521841,0.5925925925925926,0.7122849480773021,-217.86666666666667,3796.2,-7833.000000000004,-41176.8,-0.02178666666666667,0,0,0.0,0,0,10.0
buy_hold_spy,1,131825.26903531255,31.82526903531255,0.16549153680347062,0.9746105071454751,1.2629442964171738,-21215.615647187486,-18.755246925491083,0.8823746094141995,1.0,inf,31825.26903531256,31825.26903531256,31825.26903531256,31825.26903531256,0.0007025445703159505,0,0,,0,0,100.0
