date,pnl,cum_pnl,equity
2023-04-27,-370.8249999999999,-370.8249999999999,99629.175
2023-08-09,370.5750000000005,-0.24999999999937472,99999.75
2023-08-30,-270.6999999999991,-270.94999999999845,99729.05
2023-10-23,-1741.7499999999989,-2012.6999999999973,97987.3
2023-10-24,-1054.3499999999995,-3067.0499999999965,96932.95
2023-10-25,3856.15,789.1000000000035,100789.1
2023-10-26,-1.3250000000000717,787.7750000000035,100787.77500000001
2023-10-30,-294.4499999999999,493.3250000000036,100493.325
2023-11-01,-1181.9500000000003,-688.6249999999966,99311.375
2023-11-02,2004.0499999999995,1315.425000000003,101315.425
2023-12-19,2218.050000000001,3533.475000000004,103533.475
2023-12-21,-1284.649999999995,2248.825000000009,102248.82500000001
2024-01-25,-145.44999999999902,2103.37500000001,102103.37500000001
2024-02-06,84.30000000000008,2187.67500000001,102187.67500000002
2024-02-08,-394.32499999999993,1793.3500000000104,101793.35
2024-03-21,-4203.9000000000015,-2410.549999999991,97589.45000000001
2024-03-26,102.42499999999988,-2308.1249999999914,97691.87500000001
2024-03-27,1317.5500000000034,-990.574999999988,99009.42500000002
2024-10-24,-87.44999999999985,-1078.0249999999878,98921.975
2025-01-21,-1860.149999999999,-2938.1749999999865,97061.82500000001
2025-04-22,327.30000000000166,-2610.874999999985,97389.12500000001
2025-04-30,-4436.849999999998,-7047.724999999982,92952.27500000002
2025-05-08,-0.25000000000012346,-7047.974999999982,92952.02500000002
2025-05-20,825.8000000000015,-6222.174999999981,93777.82500000001
2025-05-22,-41.149999999999636,-6263.324999999981,93736.67500000002
2025-05-28,-188.70000000000115,-6452.024999999981,93547.97500000002
2025-05-29,-375.6999999999999,-6827.724999999981,93172.27500000002
2025-06-26,58.0500000000002,-6769.674999999981,93230.32500000001
2025-07-21,5317.549999999997,-1452.1249999999836,98547.87500000001
2025-07-22,-2733.0000000000055,-4185.124999999989,95814.87500000001
2025-07-23,4116.124999999998,-68.9999999999909,99931.00000000001
2025-07-24,1840.5499999999956,1771.5500000000047,101771.55
2025-07-25,-824.9000000000012,946.6500000000035,100946.65000000001
2025-07-28,854.7000000000003,1801.3500000000038,101801.35
2025-07-29,-1108.2750000000024,693.0750000000014,100693.075
2025-07-30,-598.6749999999925,94.40000000000896,100094.40000000001
2025-07-31,1248.5750000000005,1342.9750000000095,101342.975
2025-08-01,-112.3999999999984,1230.575000000011,101230.57500000001
2025-08-07,784.0249999999992,2014.6000000000101,102014.6
2025-08-14,212.0500000000014,2226.6500000000115,102226.65000000001
2025-08-19,55.79999999999936,2282.4500000000107,102282.45000000001
2025-08-20,867.5499999999987,3150.0000000000095,103150.00000000001
2025-08-27,2531.7000000000007,5681.70000000001,105681.70000000001
2025-09-30,35.72499999999991,5717.42500000001,105717.42500000002
2025-10-20,132.35000000000082,5849.775000000011,105849.77500000001
2025-10-21,777.975000000001,6627.750000000012,106627.75000000001
2025-10-22,1156.400000000001,7784.150000000012,107784.15000000001
2025-10-23,1109.000000000001,8893.150000000012,108893.15000000001
2025-10-24,-2047.7000000000003,6845.450000000012,106845.45000000001
2025-10-27,-5179.325000000003,1666.125000000009,101666.12500000001
2025-10-28,137.72499999999974,1803.8500000000088,101803.85
2025-10-29,-4846.075,-3042.2249999999913,96957.77500000001
2025-10-30,-995.974999999999,-4038.1999999999903,95961.8
2025-11-03,844.4250000000001,-3193.77499999999,96806.225
2025-11-04,1617.550000000001,-1576.224999999989,98423.77500000001
2025-11-06,65.32499999999942,-1510.8999999999896,98489.1
