symbol,date,status
JCI,2023-08-01,cached
JCI,2023-08-03,cached
KHC,2023-08-01,cached
KHC,2023-08-03,cached
MCK,2023-08-01,cached
MCK,2023-08-03,cached
MET,2023-08-01,cached
MET,2023-08-03,cached
MGM,2023-08-01,cached
MGM,2023-08-03,cached
NI,2023-08-01,cached
NI,2023-08-03,cached
O,2023-08-01,cached
O,2023-08-03,cached
OXY,2023-08-01,cached
OXY,2023-08-03,cached
PSA,2023-08-01,cached
PSA,2023-08-03,cached
PSX,2023-08-01,cached
PSX,2023-08-03,cached
PYPL,2023-08-01,cached
PYPL,2023-08-03,cached
QCOM,2023-08-01,cached
QCOM,2023-08-03,cached
SPG,2023-08-01,cached
SPG,2023-08-03,cached
TPL,2023-08-01,cached
TPL,2023-08-03,cached
TT,2023-08-01,cached
TT,2023-08-03,cached
VRSK,2023-08-01,cached
VRSK,2023-08-03,cached
WAT,2023-08-01,cached
WAT,2023-08-03,cached
WMB,2023-08-01,cached
WMB,2023-08-03,cached
XYL,2023-08-01,cached
XYL,2023-08-03,cached
YUM,2023-08-01,cached
YUM,2023-08-03,cached
AAPL,2023-08-02,cached
AAPL,2023-08-04,cached
ABNB,2023-08-02,cached
ABNB,2023-08-04,cached
AES,2023-08-02,cached
AES,2023-08-04,cached
AMGN,2023-08-02,cached
AMGN,2023-08-04,cached
AMZN,2023-08-02,cached
AMZN,2023-08-04,cached
APD,2023-08-02,cached
APD,2023-08-04,cached
APO,2023-08-02,cached
APO,2023-08-04,cached
APTV,2023-08-02,cached
APTV,2023-08-04,cached
BALL,2023-08-02,cached
BALL,2023-08-04,cached
BDX,2023-08-02,cached
BDX,2023-08-04,cached
BKNG,2023-08-02,cached
BKNG,2023-08-04,cached
CEG,2023-08-02,cached
CEG,2023-08-04,cached
CI,2023-08-02,cached
CI,2023-08-04,cached
CMI,2023-08-02,cached
CMI,2023-08-04,cached
COIN,2023-08-02,cached
COIN,2023-08-04,cached
COP,2023-08-02,cached
COP,2023-08-04,cached
CPT,2023-08-02,cached
CPT,2023-08-04,cached
CTVA,2023-08-02,cached
CTVA,2023-08-04,cached
DVA,2023-08-02,cached
DVA,2023-08-04,cached
ED,2023-08-02,cached
ED,2023-08-04,cached
EOG,2023-08-02,cached
EOG,2023-08-04,cached
EPAM,2023-08-02,cached
EPAM,2023-08-04,cached
EXPE,2023-08-02,cached
EXPE,2023-08-04,cached
EXR,2023-08-02,cached
EXR,2023-08-04,cached
FTNT,2023-08-02,cached
FTNT,2023-08-04,cached
GDDY,2023-08-02,cached
GDDY,2023-08-04,cached
GEN,2023-08-02,cached
GEN,2023-08-04,cached
GILD,2023-08-02,cached
GILD,2023-08-04,cached
HAS,2023-08-02,cached
HAS,2023-08-04,cached
HII,2023-08-02,cached
HII,2023-08-04,cached
ICE,2023-08-02,cached
ICE,2023-08-04,cached
IRM,2023-08-02,cached
IRM,2023-08-04,cached
K,2023-08-02,cached
K,2023-08-04,cached
LNT,2023-08-02,cached
LNT,2023-08-04,cached
MCHP,2023-08-02,cached
MCHP,2023-08-04,cached
MNST,2023-08-02,cached
MNST,2023-08-04,cached
MRNA,2023-08-02,cached
MRNA,2023-08-04,cached
MSI,2023-08-02,cached
MSI,2023-08-04,cached
PNW,2023-08-02,cached
PNW,2023-08-04,cached
PWR,2023-08-02,cached
PWR,2023-08-04,cached
REG,2023-08-02,cached
REG,2023-08-04,cached
REGN,2023-08-02,cached
REGN,2023-08-04,cached
SO,2023-08-02,cached
SO,2023-08-04,cached
SRE,2023-08-02,cached
SRE,2023-08-04,cached
SYK,2023-08-02,cached
SYK,2023-08-04,cached
TRGP,2023-08-02,cached
TRGP,2023-08-04,cached
TRMB,2023-08-02,cached
TRMB,2023-08-04,cached
VMC,2023-08-02,cached
VMC,2023-08-04,cached
VTR,2023-08-02,cached
VTR,2023-08-04,cached
WBD,2023-08-02,cached
WBD,2023-08-04,cached
XYZ,2023-08-02,cached
XYZ,2023-08-04,cached
CBOE,2023-08-03,cached
CBOE,2023-08-07,cached
D,2023-08-03,cached
D,2023-08-07,cached
EVRG,2023-08-03,cached
EVRG,2023-08-07,cached
LYB,2023-08-03,cached
LYB,2023-08-07,cached
PPL,2023-08-03,cached
PPL,2023-08-07,cached
CTRA,2023-08-04,cached
CTRA,2023-08-08,cached
HSIC,2023-08-04,cached
HSIC,2023-08-08,cached
IFF,2023-08-04,cached
IFF,2023-08-08,cached
KKR,2023-08-04,cached
KKR,2023-08-08,cached
OKE,2023-08-04,cached
OKE,2023-08-08,cached
PLTR,2023-08-04,cached
PLTR,2023-08-08,cached
SWKS,2023-08-04,cached
SWKS,2023-08-08,cached
TSN,2023-08-04,cached
TSN,2023-08-08,cached
VTRS,2023-08-04,cached
VTRS,2023-08-08,cached
AKAM,2023-08-07,cached
AKAM,2023-08-09,cached
AXON,2023-08-07,cached
AXON,2023-08-09,cached
DDOG,2023-08-07,cached
DDOG,2023-08-09,cached
DUK,2023-08-07,cached
DUK,2023-08-09,cached
EXPD,2023-08-07,cached
EXPD,2023-08-09,cached
J,2023-08-07,cached
J,2023-08-09,cached
LLY,2023-08-07,cached
LLY,2023-08-09,cached
NRG,2023-08-07,cached
NRG,2023-08-09,cached
TDG,2023-08-07,cached
TDG,2023-08-09,cached
TTWO,2023-08-07,cached
TTWO,2023-08-09,cached
UPS,2023-08-07,cached
UPS,2023-08-09,cached
ZTS,2023-08-07,cached
ZTS,2023-08-09,cached
APP,2023-08-08,cached
APP,2023-08-10,cached
CRL,2023-08-08,cached
CRL,2023-08-10,cached
DIS,2023-08-08,cached
DIS,2023-08-10,cached
TTD,2023-08-08,cached
TTD,2023-08-10,cached
VST,2023-08-08,cached
VST,2023-08-10,cached
WYNN,2023-08-08,cached
WYNN,2023-08-10,cached
RL,2023-08-09,cached
RL,2023-08-11,cached
A,2023-08-14,cached
A,2023-08-16,cached
HD,2023-08-14,cached
HD,2023-08-16,cached
SNPS,2023-08-15,cached
SNPS,2023-08-17,cached
TGT,2023-08-15,cached
TGT,2023-08-17,cached
TJX,2023-08-15,cached
TJX,2023-08-17,cached
AMAT,2023-08-16,cached
AMAT,2023-08-18,cached
KEYS,2023-08-16,cached
KEYS,2023-08-18,cached
ROST,2023-08-16,cached
ROST,2023-08-18,cached
WMT,2023-08-16,cached
WMT,2023-08-18,cached
DE,2023-08-17,cached
DE,2023-08-21,cached
NDSN,2023-08-18,cached
NDSN,2023-08-22,cached
LOW,2023-08-21,cached
LOW,2023-08-23,cached
MDT,2023-08-21,cached
MDT,2023-08-23,cached
ADI,2023-08-22,cached
ADI,2023-08-24,cached
ADSK,2023-08-22,cached
ADSK,2023-08-24,cached
NTAP,2023-08-22,cached
NTAP,2023-08-24,cached
NVDA,2023-08-22,cached
NVDA,2023-08-24,cached
WSM,2023-08-22,cached
WSM,2023-08-24,cached
DLTR,2023-08-23,cached
DLTR,2023-08-25,cached
ULTA,2023-08-23,cached
ULTA,2023-08-25,cached
WDAY,2023-08-23,cached
WDAY,2023-08-25,cached
BBY,2023-08-28,cached
BBY,2023-08-30,cached
HPE,2023-08-28,cached
HPE,2023-08-30,cached
HPQ,2023-08-28,cached
HPQ,2023-08-30,cached
SJM,2023-08-28,cached
SJM,2023-08-30,cached
COO,2023-08-29,cached
COO,2023-08-31,cached
CRM,2023-08-29,cached
CRM,2023-08-31,cached
CRWD,2023-08-29,cached
CRWD,2023-08-31,cached
AVGO,2023-08-30,cached
AVGO,2023-09-01,cached
DELL,2023-08-30,cached
DELL,2023-09-01,cached
DG,2023-08-30,cached
DG,2023-09-01,cached
HRL,2023-08-30,cached
HRL,2023-09-01,cached
LULU,2023-08-30,cached
LULU,2023-09-01,cached
KR,2023-09-07,cached
KR,2023-09-11,cached
ORCL,2023-09-08,cached
ORCL,2023-09-12,cached
ADBE,2023-09-13,cached
ADBE,2023-09-15,cached
LEN,2023-09-13,cached
LEN,2023-09-15,cached
FDX,2023-09-19,cached
FDX,2023-09-21,cached
GIS,2023-09-19,cached
GIS,2023-09-21,cached
DRI,2023-09-20,cached
DRI,2023-09-22,cached
CTAS,2023-09-25,cached
CTAS,2023-09-27,cached
PAYX,2023-09-26,cached
PAYX,2023-09-28,cached
NKE,2023-09-27,cached
NKE,2023-09-29,cached
CCL,2023-09-28,cached
CCL,2023-10-02,cached
MKC,2023-10-02,cached
MKC,2023-10-04,cached
LW,2023-10-04,cached
LW,2023-10-06,cached
STZ,2023-10-04,cached
STZ,2023-10-06,cached
PEP,2023-10-06,cached
PEP,2023-10-11,cached
C,2023-10-11,cached
C,2023-10-13,cached
DAL,2023-10-11,cached
DAL,2023-10-13,cached
DPZ,2023-10-11,cached
DPZ,2023-10-13,cached
FAST,2023-10-11,cached
FAST,2023-10-13,cached
BLK,2023-10-12,cached
BLK,2023-10-16,cached
JPM,2023-10-12,cached
JPM,2023-10-16,cached
PGR,2023-10-12,cached
PGR,2023-10-16,cached
UNH,2023-10-12,cached
UNH,2023-10-16,cached
WFC,2023-10-12,cached
WFC,2023-10-16,cached
SCHW,2023-10-13,cached
SCHW,2023-10-17,cached
BAC,2023-10-16,cached
BAC,2023-10-18,cached
BK,2023-10-16,cached
BK,2023-10-18,cached
GS,2023-10-16,cached
GS,2023-10-18,cached
IBKR,2023-10-16,cached
IBKR,2023-10-18,cached
JBHT,2023-10-16,cached
JBHT,2023-10-18,cached
JNJ,2023-10-16,cached
JNJ,2023-10-18,cached
LMT,2023-10-16,cached
LMT,2023-10-18,cached
OMC,2023-10-16,cached
OMC,2023-10-18,cached
PLD,2023-10-16,cached
PLD,2023-10-18,cached
UAL,2023-10-16,cached
UAL,2023-10-18,cached
ABT,2023-10-17,cached
ABT,2023-10-19,cached
CCI,2023-10-17,cached
CCI,2023-10-19,cached
CFG,2023-10-17,cached
CFG,2023-10-19,cached
EFX,2023-10-17,cached
EFX,2023-10-19,cached
ELV,2023-10-17,cached
ELV,2023-10-19,cached
KMI,2023-10-17,cached
KMI,2023-10-19,cached
LRCX,2023-10-17,cached
LRCX,2023-10-19,cached
LVS,2023-10-17,cached
LVS,2023-10-19,cached
MS,2023-10-17,cached
MS,2023-10-19,cached
MTB,2023-10-17,cached
MTB,2023-10-19,cached
NDAQ,2023-10-17,cached
NDAQ,2023-10-19,cached
NFLX,2023-10-17,cached
NFLX,2023-10-19,cached
NTRS,2023-10-17,cached
NTRS,2023-10-19,cached
PG,2023-10-17,cached
PG,2023-10-19,cached
PPG,2023-10-17,cached
PPG,2023-10-19,cached
STLD,2023-10-17,cached
STLD,2023-10-19,cached
STT,2023-10-17,cached
STT,2023-10-19,cached
TRV,2023-10-17,cached
TRV,2023-10-19,cached
TSLA,2023-10-17,cached
TSLA,2023-10-19,cached
USB,2023-10-17,cached
USB,2023-10-19,cached
BX,2023-10-18,cached
BX,2023-10-20,cached
CSX,2023-10-18,cached
CSX,2023-10-20,cached
FCX,2023-10-18,cached
FCX,2023-10-20,cached
FITB,2023-10-18,cached
FITB,2023-10-20,cached
GPC,2023-10-18,cached
GPC,2023-10-20,cached
ISRG,2023-10-18,cached
ISRG,2023-10-20,cached
KEY,2023-10-18,cached
KEY,2023-10-20,cached
MMC,2023-10-18,cached
MMC,2023-10-20,cached
PM,2023-10-18,cached
PM,2023-10-20,cached
POOL,2023-10-18,cached
POOL,2023-10-20,cached
SNA,2023-10-18,cached
SNA,2023-10-20,cached
T,2023-10-18,cached
T,2023-10-20,cached
TFC,2023-10-18,cached
TFC,2023-10-20,cached
UNP,2023-10-18,cached
UNP,2023-10-20,cached
AXP,2023-10-19,cached
AXP,2023-10-23,cached
HBAN,2023-10-19,cached
HBAN,2023-10-23,cached
IPG,2023-10-19,cached
IPG,2023-10-23,cached
RF,2023-10-19,cached
RF,2023-10-23,cached
SLB,2023-10-19,cached
SLB,2023-10-23,cached
ARE,2023-10-20,cached
ARE,2023-10-24,cached
BRO,2023-10-20,cached
BRO,2023-10-24,cached
CDNS,2023-10-20,cached
CDNS,2023-10-24,cached
PKG,2023-10-20,cached
PKG,2023-10-24,cached
WRB,2023-10-20,cached
WRB,2023-10-24,cached
ADM,2023-10-23,cached
ADM,2023-10-25,cached
CB,2023-10-23,cached
CB,2023-10-25,cached
CNC,2023-10-23,cached
CNC,2023-10-25,cached
CSGP,2023-10-23,cached
CSGP,2023-10-25,cached
DGX,2023-10-23,cached
DGX,2023-10-25,cached
DHR,2023-10-23,cached
DHR,2023-10-25,cached
DOV,2023-10-23,cached
DOV,2023-10-25,cached
DOW,2023-10-23,cached
DOW,2023-10-25,cached
GE,2023-10-23,cached
GE,2023-10-25,cached
GLW,2023-10-23,cached
GLW,2023-10-25,cached
GM,2023-10-23,cached
GM,2023-10-25,cached
GOOG,2023-10-23,cached
GOOG,2023-10-25,cached
GOOGL,2023-10-23,cached
GOOGL,2023-10-25,cached
HAL,2023-10-23,cached
HAL,2023-10-25,cached
HCA,2023-10-23,cached
HCA,2023-10-25,cached
IVZ,2023-10-23,cached
IVZ,2023-10-25,cached
KMB,2023-10-23,cached
KMB,2023-10-25,cached
KO,2023-10-23,cached
KO,2023-10-25,cached
MMM,2023-10-23,cached
MMM,2023-10-25,cached
MSFT,2023-10-23,cached
MSFT,2023-10-25,cached
NEE,2023-10-23,cached
NEE,2023-10-25,cached
NVR,2023-10-23,cached
NVR,2023-10-25,cached
PCAR,2023-10-23,cached
PCAR,2023-10-25,cached
PHM,2023-10-23,cached
PHM,2023-10-25,cached
PNR,2023-10-23,cached
PNR,2023-10-25,cached
RTX,2023-10-23,cached
RTX,2023-10-25,cached
SHW,2023-10-23,cached
SHW,2023-10-25,cached
SYF,2023-10-23,cached
SYF,2023-10-25,cached
TXN,2023-10-23,cached
TXN,2023-10-25,cached
VZ,2023-10-23,cached
VZ,2023-10-25,cached
WM,2023-10-23,cached
WM,2023-10-25,cached
ADP,2023-10-24,cached
ADP,2023-10-26,cached
ALGN,2023-10-24,cached
ALGN,2023-10-26,cached
AMP,2023-10-24,cached
AMP,2023-10-26,cached
APH,2023-10-24,cached
APH,2023-10-26,cached
AVB,2023-10-24,cached
AVB,2023-10-26,cached
AVY,2023-10-24,cached
AVY,2023-10-26,cached
BA,2023-10-24,cached
BA,2023-10-26,cached
BKR,2023-10-24,cached
BKR,2023-10-26,cached
CME,2023-10-24,cached
CME,2023-10-26,cached
EG,2023-10-24,cached
EG,2023-10-26,cached
EQIX,2023-10-24,cached
EQIX,2023-10-26,cached
EQT,2023-10-24,cached
EQT,2023-10-26,cached
EW,2023-10-24,cached
EW,2023-10-26,cached
FTV,2023-10-24,cached
FTV,2023-10-26,cached
GD,2023-10-24,cached
GD,2023-10-26,cached
GL,2023-10-24,cached
GL,2023-10-26,cached
HLT,2023-10-24,cached
HLT,2023-10-26,cached
IBM,2023-10-24,cached
IBM,2023-10-26,cached
IEX,2023-10-24,cached
IEX,2023-10-26,cached
INVH,2023-10-24,cached
INVH,2023-10-26,cached
KLAC,2023-10-24,cached
KLAC,2023-10-26,cached
MAA,2023-10-24,cached
MAA,2023-10-26,cached
MCO,2023-10-24,cached
MCO,2023-10-26,cached
META,2023-10-24,cached
META,2023-10-26,cached
MOH,2023-10-24,cached
MOH,2023-10-26,cached
NOW,2023-10-24,cached
NOW,2023-10-26,cached
NSC,2023-10-24,cached
NSC,2023-10-26,cached
ODFL,2023-10-24,cached
ODFL,2023-10-26,cached
ORLY,2023-10-24,cached
ORLY,2023-10-26,cached
OTIS,2023-10-24,cached
OTIS,2023-10-26,cached
ROL,2023-10-24,cached
ROL,2023-10-26,cached
ROP,2023-10-24,cached
ROP,2023-10-26,cached
TDY,2023-10-24,cached
TDY,2023-10-26,cached
TER,2023-10-24,cached
TER,2023-10-26,cached
TMO,2023-10-24,cached
TMO,2023-10-26,cached
TMUS,2023-10-24,cached
TMUS,2023-10-26,cached
UHS,2023-10-24,cached
UHS,2023-10-26,cached
URI,2023-10-24,cached
URI,2023-10-26,cached
VICI,2023-10-24,cached
VICI,2023-10-26,cached
VLTO,2023-10-24,cached
VLTO,2023-10-26,cached
WAB,2023-10-24,cached
WAB,2023-10-26,cached
AJG,2023-10-25,cached
AJG,2023-10-27,cached
AMT,2023-10-25,cached
AMT,2023-10-27,cached
AMZN,2023-10-25,cached
AMZN,2023-10-27,cached
AOS,2023-10-25,cached
AOS,2023-10-27,cached
BG,2023-10-25,cached
BG,2023-10-27,cached
BMY,2023-10-25,cached
BMY,2023-10-27,cached
BSX,2023-10-25,cached
BSX,2023-10-27,cached
CARR,2023-10-25,cached
CARR,2023-10-27,cached
CINF,2023-10-25,cached
CINF,2023-10-27,cached
CMCSA,2023-10-25,cached
CMCSA,2023-10-27,cached
CMG,2023-10-25,cached
CMG,2023-10-27,cached
CMS,2023-10-25,cached
CMS,2023-10-27,cached
CNP,2023-10-25,cached
CNP,2023-10-27,cached
COF,2023-10-25,cached
COF,2023-10-27,cached
CPT,2023-10-25,cached
CPT,2023-10-27,cached
DECK,2023-10-25,cached
DECK,2023-10-27,cached
DLR,2023-10-25,cached
DLR,2023-10-27,cached
DXCM,2023-10-25,cached
DXCM,2023-10-27,cached
EME,2023-10-25,cached
EME,2023-10-27,cached
ERIE,2023-10-25,cached
ERIE,2023-10-27,cached
ESS,2023-10-25,cached
ESS,2023-10-27,cached
F,2023-10-25,cached
F,2023-10-27,cached
FE,2023-10-25,cached
FE,2023-10-27,cached
GWW,2023-10-25,cached
GWW,2023-10-27,cached
HAS,2023-10-25,cached
HAS,2023-10-27,cached
HIG,2023-10-25,cached
HIG,2023-10-27,cached
HON,2023-10-25,cached
HON,2023-10-27,cached
INTC,2023-10-25,cached
INTC,2023-10-27,cached
IP,2023-10-25,cached
IP,2023-10-27,cached
KDP,2023-10-25,cached
KDP,2023-10-27,cached
KIM,2023-10-25,cached
KIM,2023-10-27,cached
KVUE,2023-10-25,cached
KVUE,2023-10-27,cached
LH,2023-10-25,cached
LH,2023-10-27,cached
LHX,2023-10-25,cached
LHX,2023-10-27,cached
LII,2023-10-25,cached
LII,2023-10-27,cached
LIN,2023-10-25,cached
LIN,2023-10-27,cached
LKQ,2023-10-25,cached
LKQ,2023-10-27,cached
LUV,2023-10-25,cached
LUV,2023-10-27,cached
MA,2023-10-25,cached
MA,2023-10-27,cached
MAS,2023-10-25,cached
MAS,2023-10-27,cached
MHK,2023-10-25,cached
MHK,2023-10-27,cached
MO,2023-10-25,cached
MO,2023-10-27,cached
MRK,2023-10-25,cached
MRK,2023-10-27,cached
NEM,2023-10-25,cached
NEM,2023-10-27,cached
NOC,2023-10-25,cached
NOC,2023-10-27,cached
PCG,2023-10-25,cached
PCG,2023-10-27,cached
PFG,2023-10-25,cached
PFG,2023-10-27,cached
RCL,2023-10-25,cached
RCL,2023-10-27,cached
RMD,2023-10-25,cached
RMD,2023-10-27,cached
RSG,2023-10-25,cached
RSG,2023-10-27,cached
STX,2023-10-25,cached
STX,2023-10-27,cached
TSCO,2023-10-25,cached
TSCO,2023-10-27,cached
TXT,2023-10-25,cached
TXT,2023-10-27,cached
UDR,2023-10-25,cached
UDR,2023-10-27,cached
UPS,2023-10-25,cached
UPS,2023-10-27,cached
VLO,2023-10-25,cached
VLO,2023-10-27,cached
VMC,2023-10-25,cached
VMC,2023-10-27,cached
VRSN,2023-10-25,cached
VRSN,2023-10-27,cached
WST,2023-10-25,cached
WST,2023-10-27,cached
WTW,2023-10-25,cached
WTW,2023-10-27,cached
WY,2023-10-25,cached
WY,2023-10-27,cached
ABBV,2023-10-26,cached
ABBV,2023-10-30,cached
AON,2023-10-26,cached
AON,2023-10-30,cached
CBRE,2023-10-26,cached
CBRE,2023-10-30,cached
CHTR,2023-10-26,cached
CHTR,2023-10-30,cached
CL,2023-10-26,cached
CL,2023-10-30,cached
CVX,2023-10-26,cached
CVX,2023-10-30,cached
LYB,2023-10-26,cached
LYB,2023-10-30,cached
PSX,2023-10-26,cached
PSX,2023-10-30,cached
SWK,2023-10-26,cached
SWK,2023-10-30,cached
TROW,2023-10-26,cached
TROW,2023-10-30,cached
XEL,2023-10-26,cached
XEL,2023-10-30,cached
XOM,2023-10-26,cached
XOM,2023-10-30,cached
ACGL,2023-10-27,cached
ACGL,2023-10-31,cached
ANET,2023-10-27,cached
ANET,2023-10-31,cached
DOC,2023-10-27,cached
DOC,2023-10-31,cached
MCD,2023-10-27,cached
MCD,2023-10-31,cached
MPWR,2023-10-27,cached
MPWR,2023-10-31,cached
ON,2023-10-27,cached
ON,2023-10-31,cached
PSA,2023-10-27,cached
PSA,2023-10-31,cached
RVTY,2023-10-27,cached
RVTY,2023-10-31,cached
SPG,2023-10-27,cached
SPG,2023-10-31,cached
WDC,2023-10-27,cached
WDC,2023-10-31,cached
WELL,2023-10-27,cached
WELL,2023-10-31,cached
AIZ,2023-10-30,cached
AIZ,2023-11-01,cached
ALLE,2023-10-30,cached
ALLE,2023-11-01,cached
AMCR,2023-10-30,cached
AMCR,2023-11-01,cached
AMD,2023-10-30,cached
AMD,2023-11-01,cached
AME,2023-10-30,cached
AME,2023-11-01,cached
AMGN,2023-10-30,cached
AMGN,2023-11-01,cached
CAT,2023-10-30,cached
CAT,2023-11-01,cached
ECL,2023-10-30,cached
ECL,2023-11-01,cached
EQR,2023-10-30,cached
EQR,2023-11-01,cached
ETN,2023-10-30,cached
ETN,2023-11-01,cached
FSLR,2023-10-30,cached
FSLR,2023-11-01,cached
GEHC,2023-10-30,cached
GEHC,2023-11-01,cached
GPN,2023-10-30,cached
GPN,2023-11-01,cached
HUBB,2023-10-30,cached
HUBB,2023-11-01,cached
INCY,2023-10-30,cached
INCY,2023-11-01,cached
LDOS,2023-10-30,cached
LDOS,2023-11-01,cached
MPC,2023-10-30,cached
MPC,2023-11-01,cached
MSCI,2023-10-30,cached
MSCI,2023-11-01,cached
MTCH,2023-10-30,cached
MTCH,2023-11-01,cached
OKE,2023-10-30,cached
OKE,2023-11-01,cached
PEG,2023-10-30,cached
PEG,2023-11-01,cached
PFE,2023-10-30,cached
PFE,2023-11-01,cached
SYY,2023-10-30,cached
SYY,2023-11-01,cached
TECH,2023-10-30,cached
TECH,2023-11-01,cached
WEC,2023-10-30,cached
WEC,2023-11-01,cached
XYL,2023-10-30,cached
XYL,2023-11-01,cached
ZBRA,2023-10-30,cached
ZBRA,2023-11-01,cached
ABNB,2023-10-31,cached
ABNB,2023-11-02,cached
AFL,2023-10-31,cached
AFL,2023-11-02,cached
AIG,2023-10-31,cached
AIG,2023-11-02,cached
ALB,2023-10-31,cached
ALB,2023-11-02,cached
ALL,2023-10-31,cached
ALL,2023-11-02,cached
APA,2023-10-31,cached
APA,2023-11-02,cached
APO,2023-10-31,cached
APO,2023-11-02,cached
AWK,2023-10-31,cached
AWK,2023-11-02,cached
BLDR,2023-10-31,cached
BLDR,2023-11-02,cached
BXP,2023-10-31,cached
BXP,2023-11-02,cached
CDW,2023-10-31,cached
CDW,2023-11-02,cached
CF,2023-10-31,cached
CF,2023-11-02,cached
CHRW,2023-10-31,cached
CHRW,2023-11-02,cached
CLX,2023-10-31,cached
CLX,2023-11-02,cached
CTSH,2023-10-31,cached
CTSH,2023-11-02,cached
CVS,2023-10-31,cached
CVS,2023-11-02,cached
DASH,2023-10-31,cached
DASH,2023-11-02,cached
DAY,2023-10-31,cached
DAY,2023-11-02,cached
DTE,2023-10-31,cached
DTE,2023-11-02,cached
EA,2023-10-31,cached
EA,2023-11-02,cached
EIX,2023-10-31,cached
EIX,2023-11-02,cached
EL,2023-10-31,cached
EL,2023-11-02,cached
ETR,2023-10-31,cached
ETR,2023-11-02,cached
GNRC,2023-10-31,cached
GNRC,2023-11-02,cached
GRMN,2023-10-31,cached
GRMN,2023-11-02,cached
HST,2023-10-31,cached
HST,2023-11-02,cached
HUM,2023-10-31,cached
HUM,2023-11-02,cached
IDXX,2023-10-31,cached
IDXX,2023-11-02,cached
KHC,2023-10-31,cached
KHC,2023-11-02,cached
MCK,2023-10-31,cached
MCK,2023-11-02,cached
MDLZ,2023-10-31,cached
MDLZ,2023-11-02,cached
MET,2023-10-31,cached
MET,2023-11-02,cached
MLM,2023-10-31,cached
MLM,2023-11-02,cached
NCLH,2023-10-31,cached
NCLH,2023-11-02,cached
NI,2023-10-31,cached
NI,2023-11-02,cached
PRU,2023-10-31,cached
PRU,2023-11-02,cached
PYPL,2023-10-31,cached
PYPL,2023-11-02,cached
SMCI,2023-10-31,cached
SMCI,2023-11-02,cached
TPL,2023-10-31,cached
TPL,2023-11-02,cached
TRMB,2023-10-31,cached
TRMB,2023-11-02,cached
TT,2023-10-31,cached
TT,2023-11-02,cached
TYL,2023-10-31,cached
TYL,2023-11-02,cached
VRSK,2023-10-31,cached
VRSK,2023-11-02,cached
WMB,2023-10-31,cached
WMB,2023-11-02,cached
YUM,2023-10-31,cached
YUM,2023-11-02,cached
AEP,2023-11-01,cached
AEP,2023-11-03,cached
AES,2023-11-01,cached
AES,2023-11-03,cached
APTV,2023-11-01,cached
APTV,2023-11-03,cached
BALL,2023-11-01,cached
BALL,2023-11-03,cached
BAX,2023-11-01,cached
BAX,2023-11-03,cached
BKNG,2023-11-01,cached
BKNG,2023-11-03,cached
BR,2023-11-01,cached
BR,2023-11-03,cached
CI,2023-11-01,cached
CI,2023-11-03,cached
CMI,2023-11-01,cached
CMI,2023-11-03,cached
COP,2023-11-01,cached
COP,2023-11-03,cached
DUK,2023-11-01,cached
DUK,2023-11-03,cached
ED,2023-11-01,cached
ED,2023-11-03,cached
EOG,2023-11-01,cached
EOG,2023-11-03,cached
EPAM,2023-11-01,cached
EPAM,2023-11-03,cached
EXC,2023-11-01,cached
EXC,2023-11-03,cached
EXPE,2023-11-01,cached
EXPE,2023-11-03,cached
FOXA,2023-11-01,cached
FOXA,2023-11-03,cached
FRT,2023-11-01,cached
FRT,2023-11-03,cached
FTNT,2023-11-01,cached
FTNT,2023-11-03,cached
GDDY,2023-11-01,cached
GDDY,2023-11-03,cached
HII,2023-11-01,cached
HII,2023-11-03,cached
HWM,2023-11-01,cached
HWM,2023-11-03,cached
ICE,2023-11-01,cached
ICE,2023-11-03,cached
IRM,2023-11-01,cached
IRM,2023-11-03,cached
LLY,2023-11-01,cached
LLY,2023-11-03,cached
LNT,2023-11-01,cached
LNT,2023-11-03,cached
LYV,2023-11-01,cached
LYV,2023-11-03,cached
MAR,2023-11-01,cached
MAR,2023-11-03,cached
MCHP,2023-11-01,cached
MCHP,2023-11-03,cached
MNST,2023-11-01,cached
MNST,2023-11-03,cached
MRNA,2023-11-01,cached
MRNA,2023-11-03,cached
MSI,2023-11-01,cached
MSI,2023-11-03,cached
NRG,2023-11-01,cached
NRG,2023-11-03,cached
PH,2023-11-01,cached
PH,2023-11-03,cached
PLTR,2023-11-01,cached
PLTR,2023-11-03,cached
PNW,2023-11-01,cached
PNW,2023-11-03,cached
PPL,2023-11-01,cached
PPL,2023-11-03,cached
PWR,2023-11-01,cached
PWR,2023-11-03,cached
REG,2023-11-01,cached
REG,2023-11-03,cached
REGN,2023-11-01,cached
REGN,2023-11-03,cached
SBAC,2023-11-01,cached
SBAC,2023-11-03,cached
SO,2023-11-01,cached
SO,2023-11-03,cached
SPGI,2023-11-01,cached
SPGI,2023-11-03,cached
SYK,2023-11-01,cached
SYK,2023-11-03,cached
TAP,2023-11-01,cached
TAP,2023-11-03,cached
TRGP,2023-11-01,cached
TRGP,2023-11-03,cached
VTR,2023-11-01,cached
VTR,2023-11-03,cached
XYZ,2023-11-01,cached
XYZ,2023-11-03,cached
ZTS,2023-11-01,cached
ZTS,2023-11-03,cached
CAH,2023-11-02,cached
CAH,2023-11-06,cached
CBOE,2023-11-02,cached
CBOE,2023-11-06,cached
CHD,2023-11-02,cached
CHD,2023-11-06,cached
D,2023-11-02,cached
D,2023-11-06,cached
