symbol,date,status
AVGO,2022-05-27,cached
DELL,2022-05-25,cached
DELL,2022-05-27,cached
DG,2022-05-25,cached
DG,2022-05-27,cached
DLTR,2022-05-25,cached
DLTR,2022-05-27,cached
ULTA,2022-05-25,cached
ULTA,2022-05-27,cached
WDAY,2022-05-25,cached
WDAY,2022-05-27,cached
CRM,2022-05-27,cached
CRM,2022-06-01,cached
HPQ,2022-05-27,cached
HPQ,2022-06-01,cached
HPE,2022-05-31,cached
HPE,2022-06-02,cached
COO,2022-06-01,cached
COO,2022-06-03,cached
CRWD,2022-06-01,cached
CRWD,2022-06-03,cached
HRL,2022-06-01,cached
HRL,2022-06-03,cached
LULU,2022-06-01,cached
LULU,2022-06-03,cached
CPB,2022-06-07,cached
CPB,2022-06-09,cached
ADBE,2022-06-15,cached
ADBE,2022-06-17,cached
JBL,2022-06-15,cached
JBL,2022-06-17,cached
KR,2022-06-15,cached
KR,2022-06-17,cached
LEN,2022-06-17,cached
LEN,2022-06-22,cached
ACN,2022-06-22,cached
ACN,2022-06-24,cached
FDS,2022-06-22,cached
FDS,2022-06-24,cached
CCL,2022-06-23,cached
CCL,2022-06-27,cached
MKC,2022-06-28,cached
MKC,2022-06-30,cached
MU,2022-06-29,cached
MU,2022-07-01,cached
STZ,2022-06-29,cached
STZ,2022-07-01,cached
PEP,2022-07-11,cached
PEP,2022-07-13,cached
DAL,2022-07-12,cached
DAL,2022-07-14,cached
FAST,2022-07-12,cached
FAST,2022-07-14,cached
JPM,2022-07-13,cached
JPM,2022-07-15,cached
MS,2022-07-13,cached
MS,2022-07-15,cached
BK,2022-07-14,cached
BK,2022-07-18,cached
BLK,2022-07-14,cached
BLK,2022-07-18,cached
C,2022-07-14,cached
C,2022-07-18,cached
PGR,2022-07-14,cached
PGR,2022-07-18,cached
STT,2022-07-14,cached
STT,2022-07-18,cached
UNH,2022-07-14,cached
UNH,2022-07-18,cached
USB,2022-07-14,cached
USB,2022-07-18,cached
WFC,2022-07-14,cached
WFC,2022-07-18,cached
BAC,2022-07-15,cached
BAC,2022-07-19,cached
GS,2022-07-15,cached
GS,2022-07-19,cached
IBM,2022-07-15,cached
IBM,2022-07-19,cached
PLD,2022-07-15,cached
PLD,2022-07-19,cached
SCHW,2022-07-15,cached
SCHW,2022-07-19,cached
SYF,2022-07-15,cached
SYF,2022-07-19,cached
CFG,2022-07-18,cached
CFG,2022-07-20,cached
HAL,2022-07-18,cached
HAL,2022-07-20,cached
HAS,2022-07-18,cached
HAS,2022-07-20,cached
IBKR,2022-07-18,cached
IBKR,2022-07-20,cached
JBHT,2022-07-18,cached
JBHT,2022-07-20,cached
JNJ,2022-07-18,cached
JNJ,2022-07-20,cached
LMT,2022-07-18,cached
LMT,2022-07-20,cached
NFLX,2022-07-18,cached
NFLX,2022-07-20,cached
OMC,2022-07-18,cached
OMC,2022-07-20,cached
TFC,2022-07-18,cached
TFC,2022-07-20,cached
ABT,2022-07-19,cached
ABT,2022-07-21,cached
BIIB,2022-07-19,cached
BIIB,2022-07-21,cached
BKR,2022-07-19,cached
BKR,2022-07-21,cached
CCI,2022-07-19,cached
CCI,2022-07-21,cached
CSX,2022-07-19,cached
CSX,2022-07-21,cached
EFX,2022-07-19,cached
EFX,2022-07-21,cached
ELV,2022-07-19,cached
ELV,2022-07-21,cached
KMI,2022-07-19,cached
KMI,2022-07-21,cached
LVS,2022-07-19,cached
LVS,2022-07-21,cached
MTB,2022-07-19,cached
MTB,2022-07-21,cached
NDAQ,2022-07-19,cached
NDAQ,2022-07-21,cached
NTRS,2022-07-19,cached
NTRS,2022-07-21,cached
STLD,2022-07-19,cached
STLD,2022-07-21,cached
TSLA,2022-07-19,cached
TSLA,2022-07-21,cached
UAL,2022-07-19,cached
UAL,2022-07-21,cached
BX,2022-07-20,cached
BX,2022-07-22,cached
COF,2022-07-20,cached
COF,2022-07-22,cached
DGX,2022-07-20,cached
DGX,2022-07-22,cached
DHI,2022-07-20,cached
DHI,2022-07-22,cached
DHR,2022-07-20,cached
DHR,2022-07-22,cached
DOV,2022-07-20,cached
DOV,2022-07-22,cached
DOW,2022-07-20,cached
DOW,2022-07-22,cached
DPZ,2022-07-20,cached
DPZ,2022-07-22,cached
FCX,2022-07-20,cached
FCX,2022-07-22,cached
FITB,2022-07-20,cached
FITB,2022-07-22,cached
HBAN,2022-07-20,cached
HBAN,2022-07-22,cached
IPG,2022-07-20,cached
IPG,2022-07-22,cached
ISRG,2022-07-20,cached
ISRG,2022-07-22,cached
KEY,2022-07-20,cached
KEY,2022-07-22,cached
MMC,2022-07-20,cached
MMC,2022-07-22,cached
PM,2022-07-20,cached
PM,2022-07-22,cached
POOL,2022-07-20,cached
POOL,2022-07-22,cached
PPG,2022-07-20,cached
PPG,2022-07-22,cached
SNA,2022-07-20,cached
SNA,2022-07-22,cached
T,2022-07-20,cached
T,2022-07-22,cached
TRV,2022-07-20,cached
TRV,2022-07-22,cached
TSCO,2022-07-20,cached
TSCO,2022-07-22,cached
UNP,2022-07-20,cached
UNP,2022-07-22,cached
WRB,2022-07-20,cached
WRB,2022-07-22,cached
AXP,2022-07-21,cached
AXP,2022-07-25,cached
HCA,2022-07-21,cached
HCA,2022-07-25,cached
NEE,2022-07-21,cached
NEE,2022-07-25,cached
RF,2022-07-21,cached
RF,2022-07-25,cached
ROP,2022-07-21,cached
ROP,2022-07-25,cached
SLB,2022-07-21,cached
SLB,2022-07-25,cached
VZ,2022-07-21,cached
VZ,2022-07-25,cached
ARE,2022-07-22,cached
ARE,2022-07-26,cached
BRO,2022-07-22,cached
BRO,2022-07-26,cached
CDNS,2022-07-22,cached
CDNS,2022-07-26,cached
FFIV,2022-07-22,cached
FFIV,2022-07-26,cached
NEM,2022-07-22,cached
NEM,2022-07-26,cached
NXPI,2022-07-22,cached
NXPI,2022-07-26,cached
PKG,2022-07-22,cached
PKG,2022-07-26,cached
UHS,2022-07-22,cached
UHS,2022-07-26,cached
ADM,2022-07-25,cached
ADM,2022-07-27,cached
AMP,2022-07-25,cached
AMP,2022-07-27,cached
BXP,2022-07-25,cached
BXP,2022-07-27,cached
CB,2022-07-25,cached
CB,2022-07-27,cached
CMG,2022-07-25,cached
CMG,2022-07-27,cached
CNC,2022-07-25,cached
CNC,2022-07-27,cached
CSGP,2022-07-25,cached
CSGP,2022-07-27,cached
ECL,2022-07-25,cached
ECL,2022-07-27,cached
EQR,2022-07-25,cached
EQR,2022-07-27,cached
ESS,2022-07-25,cached
ESS,2022-07-27,cached
FE,2022-07-25,cached
FE,2022-07-27,cached
GE,2022-07-25,cached
GE,2022-07-27,cached
GLW,2022-07-25,cached
GLW,2022-07-27,cached
GM,2022-07-25,cached
GM,2022-07-27,cached
GOOG,2022-07-25,cached
GOOG,2022-07-27,cached
GOOGL,2022-07-25,cached
GOOGL,2022-07-27,cached
HUBB,2022-07-25,cached
HUBB,2022-07-27,cached
IEX,2022-07-25,cached
IEX,2022-07-27,cached
KMB,2022-07-25,cached
KMB,2022-07-27,cached
KO,2022-07-25,cached
KO,2022-07-27,cached
MCD,2022-07-25,cached
MCD,2022-07-27,cached
MCO,2022-07-25,cached
MCO,2022-07-27,cached
MDLZ,2022-07-25,cached
MDLZ,2022-07-27,cached
MMM,2022-07-25,cached
MMM,2022-07-27,cached
MSCI,2022-07-25,cached
MSCI,2022-07-27,cached
NVR,2022-07-25,cached
NVR,2022-07-27,cached
PCAR,2022-07-25,cached
PCAR,2022-07-27,cached
PHM,2022-07-25,cached
PHM,2022-07-27,cached
PNR,2022-07-25,cached
PNR,2022-07-27,cached
RTX,2022-07-25,cached
RTX,2022-07-27,cached
SYK,2022-07-25,cached
SYK,2022-07-27,cached
TER,2022-07-25,cached
TER,2022-07-27,cached
TXN,2022-07-25,cached
TXN,2022-07-27,cached
UDR,2022-07-25,cached
UDR,2022-07-27,cached
UPS,2022-07-25,cached
UPS,2022-07-27,cached
V,2022-07-25,cached
V,2022-07-27,cached
ACGL,2022-07-26,cached
ACGL,2022-07-28,cached
AEP,2022-07-26,cached
AEP,2022-07-28,cached
ALGN,2022-07-26,cached
ALGN,2022-07-28,cached
APH,2022-07-26,cached
APH,2022-07-28,cached
AVB,2022-07-26,cached
AVB,2022-07-28,cached
AVY,2022-07-26,cached
AVY,2022-07-28,cached
AWK,2022-07-26,cached
AWK,2022-07-28,cached
BA,2022-07-26,cached
BA,2022-07-28,cached
BG,2022-07-26,cached
BG,2022-07-28,cached
BMY,2022-07-26,cached
BMY,2022-07-28,cached
BSX,2022-07-26,cached
BSX,2022-07-28,cached
CHRW,2022-07-26,cached
CHRW,2022-07-28,cached
CINF,2022-07-26,cached
CINF,2022-07-28,cached
CME,2022-07-26,cached
CME,2022-07-28,cached
CTSH,2022-07-26,cached
CTSH,2022-07-28,cached
EG,2022-07-26,cached
EG,2022-07-28,cached
EQIX,2022-07-26,cached
EQIX,2022-07-28,cached
EQT,2022-07-26,cached
EQT,2022-07-28,cached
F,2022-07-26,cached
F,2022-07-28,cached
GD,2022-07-26,cached
GD,2022-07-28,cached
GL,2022-07-26,cached
GL,2022-07-28,cached
GPC,2022-07-26,cached
GPC,2022-07-28,cached
GRMN,2022-07-26,cached
GRMN,2022-07-28,cached
HLT,2022-07-26,cached
HLT,2022-07-28,cached
HOLX,2022-07-26,cached
HOLX,2022-07-28,cached
HUM,2022-07-26,cached
HUM,2022-07-28,cached
INVH,2022-07-26,cached
INVH,2022-07-28,cached
IVZ,2022-07-26,cached
IVZ,2022-07-28,cached
KHC,2022-07-26,cached
KHC,2022-07-28,cached
MAA,2022-07-26,cached
MAA,2022-07-28,cached
META,2022-07-26,cached
META,2022-07-28,cached
MOH,2022-07-26,cached
MOH,2022-07-28,cached
NOW,2022-07-26,cached
NOW,2022-07-28,cached
NSC,2022-07-26,cached
NSC,2022-07-28,cached
ODFL,2022-07-26,cached
ODFL,2022-07-28,cached
ORLY,2022-07-26,cached
ORLY,2022-07-28,cached
OTIS,2022-07-26,cached
OTIS,2022-07-28,cached
PTC,2022-07-26,cached
PTC,2022-07-28,cached
QCOM,2022-07-26,cached
QCOM,2022-07-28,cached
RJF,2022-07-26,cached
RJF,2022-07-28,cached
ROK,2022-07-26,cached
ROK,2022-07-28,cached
ROL,2022-07-26,cached
ROL,2022-07-28,cached
SHW,2022-07-26,cached
SHW,2022-07-28,cached
TDY,2022-07-26,cached
TDY,2022-07-28,cached
TEL,2022-07-26,cached
TEL,2022-07-28,cached
TMUS,2022-07-26,cached
TMUS,2022-07-28,cached
TYL,2022-07-26,cached
TYL,2022-07-28,cached
URI,2022-07-26,cached
URI,2022-07-28,cached
VICI,2022-07-26,cached
VICI,2022-07-28,cached
WM,2022-07-26,cached
WM,2022-07-28,cached
AAPL,2022-07-27,cached
AAPL,2022-07-29,cached
AJG,2022-07-27,cached
AJG,2022-07-29,cached
ALLE,2022-07-27,cached
ALLE,2022-07-29,cached
AMT,2022-07-27,cached
AMT,2022-07-29,cached
AMZN,2022-07-27,cached
AMZN,2022-07-29,cached
AOS,2022-07-27,cached
AOS,2022-07-29,cached
BAX,2022-07-27,cached
BAX,2022-07-29,cached
BEN,2022-07-27,cached
BEN,2022-07-29,cached
CARR,2022-07-27,cached
CARR,2022-07-29,cached
CMCSA,2022-07-27,cached
CMCSA,2022-07-29,cached
CMS,2022-07-27,cached
CMS,2022-07-29,cached
CPT,2022-07-27,cached
CPT,2022-07-29,cached
DECK,2022-07-27,cached
DECK,2022-07-29,cached
DLR,2022-07-27,cached
DLR,2022-07-29,cached
DTE,2022-07-27,cached
DTE,2022-07-29,cached
DXCM,2022-07-27,cached
DXCM,2022-07-29,cached
EIX,2022-07-27,cached
EIX,2022-07-29,cached
EME,2022-07-27,cached
EME,2022-07-29,cached
ERIE,2022-07-27,cached
ERIE,2022-07-29,cached
ES,2022-07-27,cached
ES,2022-07-29,cached
EW,2022-07-27,cached
EW,2022-07-29,cached
FSLR,2022-07-27,cached
FSLR,2022-07-29,cached
FTV,2022-07-27,cached
FTV,2022-07-29,cached
HIG,2022-07-27,cached
HIG,2022-07-29,cached
HON,2022-07-27,cached
HON,2022-07-29,cached
INTC,2022-07-27,cached
INTC,2022-07-29,cached
IP,2022-07-27,cached
IP,2022-07-29,cached
KDP,2022-07-27,cached
KDP,2022-07-29,cached
KIM,2022-07-27,cached
KIM,2022-07-29,cached
LH,2022-07-27,cached
LH,2022-07-29,cached
LII,2022-07-27,cached
LII,2022-07-29,cached
LIN,2022-07-27,cached
LIN,2022-07-29,cached
LKQ,2022-07-27,cached
LKQ,2022-07-29,cached
LUV,2022-07-27,cached
LUV,2022-07-29,cached
MA,2022-07-27,cached
MA,2022-07-29,cached
MAS,2022-07-27,cached
MAS,2022-07-29,cached
MHK,2022-07-27,cached
MHK,2022-07-29,cached
MLM,2022-07-27,cached
MLM,2022-07-29,cached
MO,2022-07-27,cached
MO,2022-07-29,cached
MRK,2022-07-27,cached
MRK,2022-07-29,cached
MTD,2022-07-27,cached
MTD,2022-07-29,cached
NOC,2022-07-27,cached
NOC,2022-07-29,cached
PCG,2022-07-27,cached
PCG,2022-07-29,cached
PFE,2022-07-27,cached
PFE,2022-07-29,cached
RCL,2022-07-27,cached
RCL,2022-07-29,cached
SO,2022-07-27,cached
SO,2022-07-29,cached
SWK,2022-07-27,cached
SWK,2022-07-29,cached
TMO,2022-07-27,cached
TMO,2022-07-29,cached
TROW,2022-07-27,cached
TROW,2022-07-29,cached
TXT,2022-07-27,cached
TXT,2022-07-29,cached
VLO,2022-07-27,cached
VLO,2022-07-29,cached
VRSN,2022-07-27,cached
VRSN,2022-07-29,cached
WST,2022-07-27,cached
WST,2022-07-29,cached
WTW,2022-07-27,cached
WTW,2022-07-29,cached
XEL,2022-07-27,cached
XEL,2022-07-29,cached
ABBV,2022-07-28,cached
ABBV,2022-08-01,cached
AON,2022-07-28,cached
AON,2022-08-01,cached
CBOE,2022-07-28,cached
CBOE,2022-08-01,cached
CHD,2022-07-28,cached
CHD,2022-08-01,cached
CHTR,2022-07-28,cached
CHTR,2022-08-01,cached
CL,2022-07-28,cached
CL,2022-08-01,cached
CVX,2022-07-28,cached
CVX,2022-08-01,cached
GWW,2022-07-28,cached
GWW,2022-08-01,cached
LYB,2022-07-28,cached
LYB,2022-08-01,cached
PSX,2022-07-28,cached
PSX,2022-08-01,cached
WY,2022-07-28,cached
WY,2022-08-01,cached
XOM,2022-07-28,cached
XOM,2022-08-01,cached
AFL,2022-07-29,cached
AFL,2022-08-02,cached
ANET,2022-07-29,cached
ANET,2022-08-02,cached
BLDR,2022-07-29,cached
BLDR,2022-08-02,cached
CF,2022-07-29,cached
CF,2022-08-02,cached
DVA,2022-07-29,cached
DVA,2022-08-02,cached
DVN,2022-07-29,cached
DVN,2022-08-02,cached
FANG,2022-07-29,cached
FANG,2022-08-02,cached
GPN,2022-07-29,cached
GPN,2022-08-02,cached
J,2022-07-29,cached
J,2022-08-02,cached
L,2022-07-29,cached
L,2022-08-02,cached
MOS,2022-07-29,cached
MOS,2022-08-02,cached
MPWR,2022-07-29,cached
MPWR,2022-08-02,cached
ON,2022-07-29,cached
ON,2022-08-02,cached
SBAC,2022-07-29,cached
SBAC,2022-08-02,cached
SPG,2022-07-29,cached
SPG,2022-08-02,cached
WMB,2022-07-29,cached
WMB,2022-08-02,cached
ABNB,2022-08-01,cached
ABNB,2022-08-03,cached
AIZ,2022-08-01,cached
AIZ,2022-08-03,cached
AMD,2022-08-01,cached
AMD,2022-08-03,cached
AME,2022-08-01,cached
AME,2022-08-03,cached
CAT,2022-08-01,cached
CAT,2022-08-03,cached
CMI,2022-08-01,cached
CMI,2022-08-03,cached
CNP,2022-08-01,cached
CNP,2022-08-03,cached
CTRA,2022-08-01,cached
CTRA,2022-08-03,cached
DOC,2022-08-01,cached
DOC,2022-08-03,cached
EA,2022-08-01,cached
EA,2022-08-03,cached
ETN,2022-08-01,cached
ETN,2022-08-03,cached
EXPD,2022-08-01,cached
EXPD,2022-08-03,cached
EXR,2022-08-01,cached
EXR,2022-08-03,cached
GILD,2022-08-01,cached
GILD,2022-08-03,cached
HOOD,2022-08-01,cached
HOOD,2022-08-03,cached
HSIC,2022-08-01,cached
HSIC,2022-08-03,cached
IDXX,2022-08-01,cached
IDXX,2022-08-03,cached
INCY,2022-08-01,cached
INCY,2022-08-03,cached
IT,2022-08-01,cached
IT,2022-08-03,cached
KKR,2022-08-01,cached
KKR,2022-08-03,cached
LDOS,2022-08-01,cached
LDOS,2022-08-03,cached
MAR,2022-08-01,cached
MAR,2022-08-03,cached
MCHP,2022-08-01,cached
MCHP,2022-08-03,cached
MPC,2022-08-01,cached
MPC,2022-08-03,cached
MTCH,2022-08-01,cached
MTCH,2022-08-03,cached
OXY,2022-08-01,cached
OXY,2022-08-03,cached
PEG,2022-08-01,cached
PEG,2022-08-03,cached
PRU,2022-08-01,cached
PRU,2022-08-03,cached
PYPL,2022-08-01,cached
PYPL,2022-08-03,cached
SBUX,2022-08-01,cached
SBUX,2022-08-03,cached
SPGI,2022-08-01,cached
SPGI,2022-08-03,cached
STE,2022-08-01,cached
STE,2022-08-03,cached
TAP,2022-08-01,cached
TAP,2022-08-03,cached
UBER,2022-08-01,cached
UBER,2022-08-03,cached
VRSK,2022-08-01,cached
VRSK,2022-08-03,cached
WAT,2022-08-01,cached
WAT,2022-08-03,cached
WEC,2022-08-01,cached
WEC,2022-08-03,cached
XYL,2022-08-01,cached
XYL,2022-08-03,cached
ZBH,2022-08-01,cached
ZBH,2022-08-03,cached
ZBRA,2022-08-01,cached
ZBRA,2022-08-03,cached
ALB,2022-08-02,cached
ALB,2022-08-04,cached
ALL,2022-08-02,cached
ALL,2022-08-04,cached
APA,2022-08-02,cached
APA,2022-08-04,cached
ATO,2022-08-02,cached
ATO,2022-08-04,cached
BKNG,2022-08-02,cached
BKNG,2022-08-04,cached
CDW,2022-08-02,cached
CDW,2022-08-04,cached
CRL,2022-08-02,cached
CRL,2022-08-04,cached
CVS,2022-08-02,cached
CVS,2022-08-04,cached
DAY,2022-08-02,cached
DAY,2022-08-04,cached
EBAY,2022-08-02,cached
EBAY,2022-08-04,cached
ETR,2022-08-02,cached
ETR,2022-08-04,cached
EXC,2022-08-02,cached
EXC,2022-08-04,cached
FTNT,2022-08-02,cached
FTNT,2022-08-04,cached
GDDY,2022-08-02,cached
GDDY,2022-08-04,cached
GNRC,2022-08-02,cached
GNRC,2022-08-04,cached
HST,2022-08-02,cached
HST,2022-08-04,cached
MCK,2022-08-02,cached
MCK,2022-08-04,cached
MET,2022-08-02,cached
MET,2022-08-04,cached
MGM,2022-08-02,cached
MGM,2022-08-04,cached
MRNA,2022-08-02,cached
MRNA,2022-08-04,cached
NI,2022-08-02,cached
NI,2022-08-04,cached
O,2022-08-02,cached
O,2022-08-04,cached
PNW,2022-08-02,cached
PNW,2022-08-04,cached
PPL,2022-08-02,cached
PPL,2022-08-04,cached
REGN,2022-08-02,cached
REGN,2022-08-04,cached
TPL,2022-08-02,cached
TPL,2022-08-04,cached
TT,2022-08-02,cached
TT,2022-08-04,cached
YUM,2022-08-02,cached
YUM,2022-08-04,cached
AEE,2022-08-03,cached
AEE,2022-08-05,cached
AES,2022-08-03,cached
AES,2022-08-05,cached
AMGN,2022-08-03,cached
AMGN,2022-08-05,cached
APD,2022-08-03,cached
APD,2022-08-05,cached
APO,2022-08-03,cached
APO,2022-08-05,cached
APTV,2022-08-03,cached
APTV,2022-08-05,cached
BALL,2022-08-03,cached
BALL,2022-08-05,cached
BDX,2022-08-03,cached
BDX,2022-08-05,cached
CBRE,2022-08-03,cached
CBRE,2022-08-05,cached
CEG,2022-08-03,cached
CEG,2022-08-05,cached
CI,2022-08-03,cached
CI,2022-08-05,cached
COP,2022-08-03,cached
COP,2022-08-05,cached
CTVA,2022-08-03,cached
CTVA,2022-08-05,cached
DASH,2022-08-03,cached
DASH,2022-08-05,cached
DDOG,2022-08-03,cached
DDOG,2022-08-05,cached
DUK,2022-08-03,cached
DUK,2022-08-05,cached
ED,2022-08-03,cached
ED,2022-08-05,cached
EOG,2022-08-03,cached
EOG,2022-08-05,cached
EPAM,2022-08-03,cached
EPAM,2022-08-05,cached
EVRG,2022-08-03,cached
EVRG,2022-08-05,cached
EXPE,2022-08-03,cached
EXPE,2022-08-05,cached
FIS,2022-08-03,cached
FIS,2022-08-05,cached
FRT,2022-08-03,cached
FRT,2022-08-05,cached
HII,2022-08-03,cached
HII,2022-08-05,cached
HWM,2022-08-03,cached
HWM,2022-08-05,cached
ICE,2022-08-03,cached
ICE,2022-08-05,cached
IRM,2022-08-03,cached
IRM,2022-08-05,cached
JCI,2022-08-03,cached
JCI,2022-08-05,cached
K,2022-08-03,cached
K,2022-08-05,cached
LLY,2022-08-03,cached
LLY,2022-08-05,cached
LNT,2022-08-03,cached
LNT,2022-08-05,cached
LYV,2022-08-03,cached
LYV,2022-08-05,cached
MNST,2022-08-03,cached
MNST,2022-08-05,cached
MSI,2022-08-03,cached
MSI,2022-08-05,cached
NRG,2022-08-03,cached
NRG,2022-08-05,cached
PSA,2022-08-03,cached
PSA,2022-08-05,cached
PWR,2022-08-03,cached
PWR,2022-08-05,cached
REG,2022-08-03,cached
REG,2022-08-05,cached
RSG,2022-08-03,cached
RSG,2022-08-05,cached
SRE,2022-08-03,cached
SRE,2022-08-05,cached
SWKS,2022-08-03,cached
SWKS,2022-08-05,cached
TRGP,2022-08-03,cached
TRGP,2022-08-05,cached
VMC,2022-08-03,cached
VMC,2022-08-05,cached
VRTX,2022-08-03,cached
VRTX,2022-08-05,cached
VTR,2022-08-03,cached
VTR,2022-08-05,cached
WBD,2022-08-03,cached
WBD,2022-08-05,cached
XYZ,2022-08-03,cached
XYZ,2022-08-05,cached
ZTS,2022-08-03,cached
ZTS,2022-08-05,cached
TRMB,2022-08-04,cached
TRMB,2022-08-08,cached
VST,2022-08-04,cached
VST,2022-08-08,cached
WAB,2022-08-04,cached
WAB,2022-08-08,cached
AIG,2022-08-05,cached
AIG,2022-08-09,cached
D,2022-08-05,cached
D,2022-08-09,cached
IFF,2022-08-05,cached
IFF,2022-08-09,cached
OKE,2022-08-05,cached
OKE,2022-08-09,cached
PFG,2022-08-05,cached
PFG,2022-08-09,cached
PLTR,2022-08-05,cached
PLTR,2022-08-09,cached
TSN,2022-08-05,cached
TSN,2022-08-09,cached
TTWO,2022-08-05,cached
TTWO,2022-08-09,cached
VTRS,2022-08-05,cached
VTRS,2022-08-09,cached
AKAM,2022-08-08,cached
AKAM,2022-08-10,cached
AXON,2022-08-08,cached
AXON,2022-08-10,cached
COIN,2022-08-08,cached
COIN,2022-08-10,cached
EMR,2022-08-08,cached
EMR,2022-08-10,cached
NCLH,2022-08-08,cached
NCLH,2022-08-10,cached
RL,2022-08-08,cached
RL,2022-08-10,cached
TDG,2022-08-08,cached
TDG,2022-08-10,cached
TTD,2022-08-08,cached
TTD,2022-08-10,cached
WELL,2022-08-08,cached
WELL,2022-08-10,cached
WYNN,2022-08-08,cached
WYNN,2022-08-10,cached
APP,2022-08-09,cached
APP,2022-08-11,cached
DIS,2022-08-09,cached
DIS,2022-08-11,cached
A,2022-08-15,cached
A,2022-08-17,cached
HD,2022-08-15,cached
HD,2022-08-17,cached
WMT,2022-08-15,cached
WMT,2022-08-17,cached
ADI,2022-08-16,cached
ADI,2022-08-18,cached
KEYS,2022-08-16,cached
KEYS,2022-08-18,cached
LOW,2022-08-16,cached
LOW,2022-08-18,cached
SNPS,2022-08-16,cached
SNPS,2022-08-18,cached
TGT,2022-08-16,cached
TGT,2022-08-18,cached
TJX,2022-08-16,cached
TJX,2022-08-18,cached
AMAT,2022-08-17,cached
AMAT,2022-08-19,cached
ROST,2022-08-17,cached
ROST,2022-08-19,cached
DE,2022-08-18,cached
DE,2022-08-22,cached
NDSN,2022-08-19,cached
NDSN,2022-08-23,cached
MDT,2022-08-22,cached
MDT,2022-08-24,cached
SJM,2022-08-22,cached
SJM,2022-08-24,cached
ADSK,2022-08-23,cached
ADSK,2022-08-25,cached
CRM,2022-08-23,cached
CRM,2022-08-25,cached
NTAP,2022-08-23,cached
NTAP,2022-08-25,cached
NVDA,2022-08-23,cached
NVDA,2022-08-25,cached
WSM,2022-08-23,cached
WSM,2022-08-25,cached
DELL,2022-08-24,cached
DELL,2022-08-26,cached
DG,2022-08-24,cached
DG,2022-08-26,cached
DLTR,2022-08-24,cached
DLTR,2022-08-26,cached
ULTA,2022-08-24,cached
ULTA,2022-08-26,cached
WDAY,2022-08-24,cached
WDAY,2022-08-26,cached
BBY,2022-08-29,cached
BBY,2022-08-31,cached
CRWD,2022-08-29,cached
CRWD,2022-08-31,cached
HPE,2022-08-29,cached
HPE,2022-08-31,cached
HPQ,2022-08-29,cached
HPQ,2022-08-31,cached
COO,2022-08-30,cached
COO,2022-09-01,cached
AVGO,2022-08-31,cached
AVGO,2022-09-02,cached
HRL,2022-08-31,cached
HRL,2022-09-02,cached
LULU,2022-08-31,cached
LULU,2022-09-02,cached
KR,2022-09-08,cached
KR,2022-09-12,cached
ORCL,2022-09-09,cached
ORCL,2022-09-13,cached
ADBE,2022-09-14,cached
ADBE,2022-09-16,cached
GIS,2022-09-20,cached
GIS,2022-09-22,cached
LEN,2022-09-20,cached
LEN,2022-09-22,cached
DRI,2022-09-21,cached
DRI,2022-09-23,cached
FDX,2022-09-21,cached
FDX,2022-09-23,cached
CTAS,2022-09-27,cached
CTAS,2022-09-29,cached
PAYX,2022-09-27,cached
PAYX,2022-09-29,cached
NKE,2022-09-28,cached
NKE,2022-09-30,cached
CCL,2022-09-29,cached
CCL,2022-10-03,cached
LW,2022-10-04,cached
LW,2022-10-06,cached
MKC,2022-10-05,cached
MKC,2022-10-07,cached
STZ,2022-10-05,cached
STZ,2022-10-07,cached
PEP,2022-10-11,cached
PEP,2022-10-13,cached
BLK,2022-10-12,cached
BLK,2022-10-14,cached
DAL,2022-10-12,cached
DAL,2022-10-14,cached
DPZ,2022-10-12,cached
DPZ,2022-10-14,cached
FAST,2022-10-12,cached
FAST,2022-10-14,cached
PGR,2022-10-12,cached
PGR,2022-10-14,cached
C,2022-10-13,cached
C,2022-10-17,cached
JPM,2022-10-13,cached
JPM,2022-10-17,cached
MS,2022-10-13,cached
MS,2022-10-17,cached
UNH,2022-10-13,cached
UNH,2022-10-17,cached
USB,2022-10-13,cached
USB,2022-10-17,cached
WFC,2022-10-13,cached
WFC,2022-10-17,cached
BAC,2022-10-14,cached
BAC,2022-10-18,cached
BK,2022-10-14,cached
BK,2022-10-18,cached
SCHW,2022-10-14,cached
SCHW,2022-10-18,cached
GS,2022-10-17,cached
GS,2022-10-19,cached
HAS,2022-10-17,cached
HAS,2022-10-19,cached
IBKR,2022-10-17,cached
IBKR,2022-10-19,cached
ISRG,2022-10-17,cached
ISRG,2022-10-19,cached
JBHT,2022-10-17,cached
JBHT,2022-10-19,cached
JNJ,2022-10-17,cached
JNJ,2022-10-19,cached
LMT,2022-10-17,cached
LMT,2022-10-19,cached
NFLX,2022-10-17,cached
NFLX,2022-10-19,cached
OMC,2022-10-17,cached
OMC,2022-10-19,cached
STT,2022-10-17,cached
STT,2022-10-19,cached
TFC,2022-10-17,cached
TFC,2022-10-19,cached
UAL,2022-10-17,cached
UAL,2022-10-19,cached
ABT,2022-10-18,cached
ABT,2022-10-20,cached
BKR,2022-10-18,cached
BKR,2022-10-20,cached
CCI,2022-10-18,cached
CCI,2022-10-20,cached
CFG,2022-10-18,cached
CFG,2022-10-20,cached
EFX,2022-10-18,cached
EFX,2022-10-20,cached
ELV,2022-10-18,cached
ELV,2022-10-20,cached
IBM,2022-10-18,cached
IBM,2022-10-20,cached
KMI,2022-10-18,cached
KMI,2022-10-20,cached
